"ensembl_gene_id","tx_id_num","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003","14",739.944311715553,0.361192894347315,0.105760998785974,3.4151804397976,0.000637397720605606,0.00482914983347136
"ENSG00000000419","12",511.733987779643,-0.206273832200454,0.127655422158828,-1.61586424385334,0.106123667833999,0.292699728706701
"ENSG00000000457","13",314.195581757662,-0.0378086839830196,0.157617043409068,-0.239876876036138,0.810425707802666,0.925135275619261
"ENSG00000000460","16",79.7934724722806,0.115458958934532,0.313801656263445,0.367936104319352,0.712920878354824,0.876575164811408
"ENSG00000000971","15",5716.80355873066,-0.44704742126511,0.0891002164133271,-5.01735505547261,5.23876974423597e-07,8.60655029410194e-06
"ENSG00000001036","13",2002.75663895144,0.215429144291983,0.0815161402462054,2.6427790084432,0.00822286855188381,0.0419108049320406
"ENSG00000001084","12",645.843937159683,0.134726389884597,0.176132258643812,0.764916040491203,0.444321541619735,0.699430659296764
"ENSG00000001167","14",401.448770117798,0.5075022240496,0.134647596355223,3.76911462058873,0.000163827646804364,0.00149415288170052
"ENSG00000001460","17",189.822597467748,0.0714105053037814,0.198179116191964,0.360333150515266,0.718598011486364,0.879755673255832
"ENSG00000001461","16",2862.11818949754,-0.0116419714671867,0.110846052699935,-0.105028290891891,0.916353359978669,0.971979284696329
"ENSG00000001497","16",528.490053329459,0.0668305681197967,0.124704647962349,0.535910803741447,0.5920201973918,0.805423905335993
"ENSG00000001561","6",113.467961743166,-0.199487619659847,0.249033613348311,-0.801046963009099,0.423104458559093,0.680360118796059
"ENSG00000001617","11",603.940943251563,0.227927882548417,0.127115686643951,1.79307439204446,0.0729610296871249,0.224799198104493
"ENSG00000001626","15",7.92552486272284,0.0569312762366671,0.871131942224149,0.0653532185851339,0.947892770567366,0.981973191666006
"ENSG00000001629","9",1789.16703306161,0.288373713222762,0.0985213159189292,2.92701848866958,0.00342228535530634,0.020107188210907
"ENSG00000001630","16",1002.54879516497,0.228578568264893,0.111070624460495,2.05795699245566,0.0395942620337725,0.142262437454264
"ENSG00000001631","15",805.199161712653,0.0398059432205942,0.139192453687545,0.28597773920955,0.774895171391962,0.906742227171255
"ENSG00000002016","17",178.767609177114,0.456769543972822,0.192512993939968,2.37266864238399,0.0176600991254531,0.0767756676481309
"ENSG00000002330","13",680.879618662588,-0.0255413335038865,0.105322692729406,-0.242505511794188,0.808388486508537,0.924625613767669
"ENSG00000002549","12",1236.5985163685,-0.175573044728029,0.110874747539276,-1.58352599329107,0.1133016269367,0.306604761065265
"ENSG00000002586","19",8319.52323491087,-0.0805634778936123,0.0812795261757808,-0.991190299502732,0.321592666390849,0.589077705894208
"ENSG00000002587","9",1.47881629242742,1.02679965347987,1.86409821798018,0.550829158880075,0.581750793413097,NA
"ENSG00000002745","12",6.00355365617755,-0.0226017479304267,0.915980034479599,-0.0246749351292002,0.980314247861517,NA
"ENSG00000002746","14",120.283987266841,-0.173136464454825,0.271007581855786,-0.638862068984319,0.522912665544138,0.758784861466864
"ENSG00000002822","15",342.456379141227,0.123587299469613,0.146662575045089,0.842664186358502,0.39941628219917,0.659992743399808
"ENSG00000002834","17",8331.60004818987,-0.426688102336533,0.0938626872145726,-4.54587562958977,5.47073350969946e-06,7.31326307897854e-05
"ENSG00000002919","14",248.020329415307,-0.294709978615481,0.163012363682114,-1.80789954797654,0.0706221361392275,0.219399515268832
"ENSG00000002933","8",543.105389263628,-0.342258616466187,0.173737386869111,-1.9699767714593,0.0488410327881423,0.16734896100357
"ENSG00000003056","7",1791.26026085948,0.00695249662823299,0.0895789194146407,0.0776130888122399,0.938135830423274,0.978654786383776
"ENSG00000003096","14",410.697725904816,0.952111016366064,0.144737066017589,6.57821139092568,4.76140985672666e-11,1.36890533380892e-09
"ENSG00000003137","8",105.750042806133,0.955140983911372,0.336155963669376,2.84136260289821,0.00449212041082448,0.0252119169146629
"ENSG00000003147","18",6.96848520876749,0.244642688509991,0.808400297495113,0.302625678476411,0.762175142966231,NA
"ENSG00000003249","13",120.989529859062,0.317497354356482,0.222046860915676,1.42986643921552,0.152755355894952,0.374554752205005
"ENSG00000003393","14",846.251916368444,-0.143887492633614,0.135520112837573,-1.06174271568139,0.288352501775583,0.554993089777577
"ENSG00000003400","14",88.3159689272912,0.226206186605017,0.254458130928969,0.888972129832086,0.374018058327579,0.638688522259653
"ENSG00000003402","19",3185.21081644643,-1.19289305091108,0.108558418131465,-10.988489621012,4.34130030733332e-28,5.34657303807398e-26
"ENSG00000003436","15",4882.3386218694,0.221822657137858,0.138288364625292,1.60405871989962,0.108701109897987,0.297587068166254
"ENSG00000003509","15",305.141249270033,0.119501063169709,0.145849150957547,0.819346992321486,0.412588468691289,0.671300051481164
"ENSG00000003756","16",2866.03563164645,0.142506428011296,0.0975845679720207,1.46033774574025,0.144197273114318,0.360856845025238
"ENSG00000003987","13",29.4455983543418,-0.692556874967025,0.409337730786464,-1.69189601368144,0.0906658021974809,0.26243494681911
"ENSG00000003989","17",39.0276899181481,-0.442651658467648,0.455096990865394,-0.972653450478588,0.330725567868272,0.597644560205525
"ENSG00000004059","10",1668.89913643162,-0.383659344130541,0.0856747594116407,-4.47809070915713,7.53136007203491e-06,9.70913642545554e-05
"ENSG00000004139","13",301.445712223103,0.0932102075072323,0.186293578994765,0.500340419729934,0.616835397888183,0.821611312750502
"ENSG00000004142","11",1449.9749313697,-0.172839994426876,0.0862779767517191,-2.00329216022595,0.0451459384885398,0.157421530492669
