OBJECTID,TYPE,MATERIAL,WIDTH,LIMITS,TYPE2,NAME,ENTITY_TRA,TYPE_3,PAVED,MILEAGE,Shape__Length
62,Designated,Asphalt,0, ,Road Crossing,Boxer's Trail,PPR,Trail Connection,Y,0.00999876,21.0016375369228
63,Designated,Asphalt,0, ,Road Crossing,Centennial Loop,PPR,Trail Connection,Y,0.01565947,32.948481251172
64,Designated,Asphalt,0, ,Road Crossing,Centennial Loop,PPR,Trail Connection,Y,0.0082374,17.3423697709464
65,Designated,Asphalt,0, ,Road Crossing,Centennial Loop,PPR,Trail Connection,Y,0.01792174,37.6011902776017
66,Designated,Asphalt,0,,Asphalt Sidepath,Penn Street Trail,DRWC,Sidepath, ,0.31216999,656.204175423811
67,Designated,Asphalt,0,,Asphalt Sidepath,Port Richmond Trail,DRCC,Sidepath,Y,1.57793993,3313.19910894779
68,Designated,Asphalt,0,,Asphalt Sidepath,West Bank Greenway- Zoo,PPR Zoo,Sidepath,Y,0.4893995,1030.07516691491
69,Designated,Asphalt,4, ,Asphalt Trail,Boxer's Trail,PPR,Trail,Y,0.15040571,315.664198110704
70,Designated,Asphalt,4, ,Asphalt Trail,Tacony Creek Trail,PPR,Trail,Y,0.27374997,576.370580224266
71,Designated,Asphalt,5, ,Asphalt Trail,Tacony Creek Trail,PPR,Trail,Y,0.4348059,915.270632458484
72,Designated,Asphalt,5, ,Asphalt Trail,Tacony Creek Trail,PPR,Trail,Y,0.08671892,182.708169635251
73,Designated,Asphalt,5, ,Asphalt Trail,Tacony Creek Trail,PPR,Trail,Y,0.21927915,461.726541969129
74,Designated,Asphalt,5, ,Asphalt Trail,Tacony Creek Trail,PPR,Trail,Y,0.00440968,9.25949125070774
75,Designated,Asphalt,5, ,Asphalt Trail,Tacony Creek Trail,PPR,Trail,Y,0.18590465,391.367570148382
76,Designated,Asphalt,6, ,Asphalt Trail,Boxer's Trail,PPR,Trail,Y,0.05881259,123.38597347103
77,Designated,Asphalt,6, ,Asphalt Trail,Tacony Creek Trail,PPR,Trail,Y,0.02238471,47.1603092805897
78,Designated,Asphalt,6, ,Asphalt Trail,Tacony Creek Trail,PPR,Trail,Y,0.02576624,54.1592883475733
79,Designated,Asphalt,6, ,Asphalt Trail,Tacony Creek Trail,PPR,Trail,Y,0.17978235,378.681140566218
80,Designated,Asphalt,6, ,Asphalt Trail,Tacony Creek Trail,PPR,Trail,Y,0.08584734,180.83459319756
81,Designated,Asphalt,6, ,Bridge,MLK Drive Trail,PPR,Trail,Y,0.1859997,390.215118829791
82,Designated,Asphalt,6, ,Road Crossing,Boxer's Trail,PPR,Trail Connection,Y,0.00575542,12.0734460832001
83,Designated,Asphalt,8, ,Asphalt Trail,Boxer's Trail,PPR,Trail,Y,0.01753073,36.8565331226126
84,Designated,Asphalt,8, ,Asphalt Trail,Boxer's Trail,PPR,Trail,Y,0.05238738,110.143589856313
85,Designated,Asphalt,10, ,Asphalt Trail,Pennypack Park Trail,PPR,Trail,Y,0.20246427,426.620063144955
86,Designated,Asphalt,10, ,Asphalt Trail,Poquessing Creek- Lower,PPR,Trail,Y,0.21352349,449.251310187617
87,Designated,Asphalt,10, ,Asphalt Trail,Schuylkill Banks Trail,PPR SRDC,Trail,Y,0.02263883,47.5568398485454
88,Designated,Asphalt,10, ,Asphalt Trail,Schuylkill Banks Trail,PPR SRDC,Trail,Y,0.18055205,379.787071635519
89,Designated,Asphalt,10, ,Asphalt Trail,Schuylkill Banks Trail,PPR SRDC,Trail,Y,0.02541547,53.446927141871
90,Designated,Asphalt,10, ,Asphalt Trail,Schuylkill Banks Trail,PPR SRDC,Trail,Y,0.02222446,46.7679387026542
91,Designated,Asphalt,8, ,Asphalt Trail,Cobb's Creek Trail,PPR,Trail,Y,0.5176749,1086.47197518755
92,Designated,Asphalt,8, ,Asphalt Trail,Cobb's Creek Trail,PPR,Trail,Y,0.18749145,394.548168503541
93,Designated,Asphalt,8, ,Asphalt Trail,Cobb's Creek Trail,PPR,Trail,Y,0.03029804,63.6380840231701
94,Designated,Asphalt,8, ,Asphalt Trail,Cobb's Creek Trail,PPR,Trail,Y,0.02219442,46.6400406688271
95,Designated,Asphalt,8, ,Asphalt Trail,Cobb's Creek Trail,PPR,Trail,Y,0.90672417,1906.73166477524
96,Designated,Asphalt,8, ,Asphalt Trail,Cobb's Creek Trail,PPR,Trail,Y,0.01809004,38.0744232708962
97,Designated,Asphalt,8, ,Asphalt Trail,Cobb's Creek Trail,PPR,Trail,Y,0.30585174,643.76742581741
98,Designated,Asphalt,8, ,Asphalt Trail,Pennypack Park Trail,PPR,Trail,Y,0.56531808,1188.12447084438
99,Designated,Asphalt,8, ,Asphalt Trail,Pennypack Park Trail,PPR,Trail,Y,0.44962271,946.875791666946
100,Designated,Asphalt,8, ,Asphalt Trail,Tacony Creek Trail,PPR,Trail,Y,0.01000527,21.0778275689973
101,Designated,Asphalt,8, ,Asphalt Trail,Tacony Creek Trail,PPR,Trail,Y,0.36231914,762.709850912824
102,Designated,Asphalt,8, ,Asphalt Trail,Tacony Creek Trail,PPR,Trail,Y,0.07336967,154.590063073617
103,Designated,Asphalt,8, ,Dirt Trail,Cobb's Creek Trail,PPR,Trail,Y,0.63683006,1339.23305511299
104,Designated,Asphalt,8, ,Dirt Trail,Pennypack Park Trail,PPR,Trail,Y,0.09388756,197.344521217535
105,Designated,Asphalt,8, ,Driveway,Cobb's Creek Trail,PPR,Trail,Y,0.04845895,101.972083305669
106,Designated,Asphalt,8, ,Road Crossing,Cobb's Creek Trail,PPR,Trail,Y,0.00980913,20.6042844353031
107,Designated,Asphalt,8, ,Road Crossing,Cobb's Creek Trail,PPR,Trail,Y,0.01062854,22.3558740609574
108,Designated,Asphalt,8, ,Road Crossing,Cobb's Creek Trail,PPR,Trail Connection,Y,0.0146812,30.9009198967957
109,Designated,Asphalt,8, ,Road Crossing,Cobb's Creek Trail,PPR,Trail Connection,Y,0.0237221,49.9282897175728
110,Designated,Asphalt,10, ,Asphalt Trail,Centennial Loop,PPR,Trail,Y,0.02860311,60.1905956500966
111,Designated,Asphalt,10, ,Asphalt Trail,Pennypack Park Trail,PPR,Trail,Y,1.69763809,3570.68979485448
112,Designated,Asphalt,10, ,Asphalt Trail,Pennypack Park Trail,PPR,Trail,Y,0.01786463,37.5984652872371
113,Designated,Asphalt,10, ,Asphalt Trail,Pennypack Park Trail,PPR,Trail,Y,0.03142219,66.107845910175
114,Designated,Asphalt,10, ,Asphalt Trail,Pennypack Park Trail,PPR,Trail,Y,0.07472086,157.225213144267
115,Designated,Asphalt,10, ,Asphalt Trail,Pennypack Park Trail,PPR,Trail,Y,0.58463191,1230.08124030269
116,Designated,Gravel,20, ,Gravel Trail,Forbidden Drive,PPR,Trail,N,4.60399007,9693.31473330604
117,Designated,Wood,0, ,Bridge,Tacony Creek Trail,PPR,Trail,N,0.01750328,36.7649644901431
118,Designated,Wood,0, ,Bridge,Tacony Creek Trail,PPR,Trail,Y,0.01339534,28.1217816527776
119,Designated,Wood,8, ,Boardwalk,Manayunk Canal Towpath/Lock St to Shawmont,PPR,Trail,N,0.13488067,283.359664339625
120,Designated,Wood,8, ,Boardwalk,Manayunk Canal Towpath/Lock St to Shawmont,PPR,Trail,N,0.0719908,151.250085742188
121,Designated,Wood,8, ,Bridge,Manayunk Canal Towpath/Lock St to Shawmont,PPR,Trail,N,0.00643107,13.5311147196009
122,Designated,Wood,8, ,Bridge,Manayunk Canal Towpath/Lock St to Shawmont,PPR,Trail,N,0.00705133,14.8330767503888
123,Designated,Wood,8, ,Bridge,Manayunk Canal Towpath/Lock St to Shawmont,PPR,Trail,N,0.0223458,46.9068074110012
124,Designated,Wood,8, ,Bridge,Manayunk Canal Towpath/Lock St to Shawmont,PPR,Trail,N,0.00843827,17.7143075640099
125,Designated,Wood,10, ,Boardwalk,Manayunk Canal Towpath/Lock St to Shawmont,PPR,Trail,N,0.04602081,96.7681628740721
126,Designated,Wood,10, ,Boardwalk,Manayunk Canal Towpath/Lock St to Shawmont,PPR,Trail,N,0.03887185,81.7032055789593
127,Designated,Asphalt,10, ,Road Crossing,Centennial Loop,PPR,Trail Connection,Y,0.01296689,27.2009014554349
128,Designated,Asphalt,10, ,Road Crossing,Centennial Loop,PPR,Trail Connection,Y,0.01074831,22.6320233957179
129,Designated,Asphalt,10, ,Road Crossing,Centennial Loop,PPR,Trail Connection,Y,0.0066203,13.8857856567135
130,Designated,Asphalt,10, ,Road Crossing,Centennial Loop,PPR,Trail Connection,Y,0.00802537,16.8812589131528
131,Designated,Asphalt,10, ,Road Crossing,Kelly Drive Trail,PPR,Trail,Y,0.00555471,11.6798883627741
132,Designated,Asphalt,10, ,Road Crossing,Kelly Drive Trail,PPR,Trail,Y,0.00543027,11.4027843714746
133,Designated,Asphalt,10, ,Road Crossing,Kelly Drive Trail,PPR,Trail,Y,0.00549846,11.5541972557563
134,Designated,Asphalt,10, ,Road Crossing,Kelly Drive Trail,PPR,Trail,Y,0.00431709,9.09212566484095
135,Designated,Asphalt,10, ,Road Crossing,Kelly Drive Trail,PPR,Trail,Y,0.02678757,56.2638448387021
136,Designated,Asphalt,10, ,Road Crossing,Kelly Drive Trail,PPR,Trail Connection,Y,0.01861316,39.1595788746115
137,Designated,Asphalt,10, ,Road Crossing,Kelly Drive Trail,PPR,Trail Connection,Y,0.01029275,21.5958853118071
138,Designated,Asphalt,10, ,Road Crossing,Kelly Drive Trail,PPR,Trail Connection,Y,0.00823887,17.2976225396972
139,Designated,Asphalt,10, ,Road Crossing,MLK Drive Trail,PPR,Trail,Y,0.00825912,17.3862389172602
140,Designated,Asphalt,10, ,Road Crossing,Pennypack Park Trail,PPR,Trail,Y,0.01679389,35.3176179044533
141,Designated,Asphalt,10, ,Road Crossing,Pennypack Park Trail,PPR,Trail,Y,0.01046984,22.0304831718961
142,Designated,Asphalt,10, ,Road Crossing,Pennypack Park Trail,PPR,Trail Connection,Y,0.00781205,16.4190975337738
143,Designated,Asphalt,10, ,Road Crossing,Schuylkill Banks Trail,PPR SRDC,Trail,Y,0.01224462,25.7607195582078
144,Designated,Asphalt,12, ,Asphalt Trail,Gray's Crescent Trail,PPR SRDC,Trail,Y,0.15391395,323.471172885836
145,Designated,Asphalt,12, ,Asphalt Trail,Gray's Crescent Trail,PPR SRDC,Trail,Y,0.14946838,313.399751328928
146,Designated,Asphalt,12, ,Asphalt Trail,Gray's Crescent Trail,PPR SRDC,Trail,Y,0.28955345,608.059128713013
147,Designated,Asphalt,12, ,Asphalt Trail,Gray's Crescent Trail,PPR SRDC,Trail,Y,0.17960642,377.191612678451
148,Designated,Asphalt,12, ,Asphalt Trail,Gray's Crescent Trail,PPR SRDC,Trail,Y,0.05242575,109.969539862118
149,Designated,Asphalt,12, ,Asphalt Trail,Gray's Crescent Trail,PPR SRDC,Trail,Y,0.05720463,120.035626951538
150,Designated,Asphalt,12, ,Asphalt Trail,Pennypack Park Trail,PPR,Trail,Y,0.40107577,843.891610914115
151,Designated,Asphalt,12, ,Driveway,Cobb's Creek Trail,PPR,Trail,Y,0.09073246,190.453428723604
152,Designated,Asphalt,12, ,Driveway,Cobb's Creek Trail,PPR,Trail Connection,Y,0.07861592,165.050059755257
153,Designated,Asphalt,15, ,Asphalt Trail,Centennial Loop,PPR,Trail,Y,0.22339133,468.58604966652
154,Designated,Asphalt,15, ,Asphalt Trail,Centennial Loop,PPR,Trail,Y,0.22273099,467.201549871692
155,Designated,Asphalt,15, ,Driveway,Manayunk Canal Towpath/Lock St to Shawmont,PPR,Trail,Y,0.07820968,164.689760841166
156,Designated,Asphalt,20, ,Parking Lot,Forbidden Drive,PPR,Trail,Y,0.03030274,63.788622089173
157,Designated,Concrete,0, ,Bridge,Ben Franklin Bridge Walkway,DRPA,Trail,Y,0.99294637,2082.14863546623
158,Designated,Concrete,0, ,Concrete Plaza,Penn's Landing,DRWC,Trail,Y,0.69238875,1456.06079741216
159,Designated,Concrete,0, ,Stairs,Manayunk Canal Towpath/Lock St to Shawmont,PPR,Trail Connection,N,0.00901381,18.9529048293712
160,Designated,Concrete,0,,Concrete Trail,Schuylkill Banks Boardwalk,PPR SRDC,Trail,Y,0.15583457,327.430926158723
161,Designated,Concrete,0,,Concrete Trail,Schuylkill Banks Boardwalk,PPR SRDC,Trail,Y,0.12044344,252.992727349183
162,Designated,Concrete,0,,Concrete Trail,Schuylkill Banks Boardwalk,PPR SRDC,Trail,Y,0.25098395,527.173011689408
163,Designated,Concrete,6, ,Sidewalk,Kelly Drive Trail,PPR,Trail,Y,0.52579283,1105.16294463574
164,Designated,Concrete,8, ,Asphalt Trail,Boxer's Trail,PPR,Trail,N,0.0137746,28.9368134364416
165,Designated,Concrete,8, ,Asphalt Trail,Cobb's Creek Trail,PPR,Trail,Y,0.00610089,12.7956474946055
166,Designated,Concrete,8, ,Sidewalk,Pennypack Park Trail,PPR,Trail,Y,0.0601107,126.33126781015
167,Designated,Concrete,8, ,Sidewalk,Pennypack Park Trail,PPR,Trail,Y,0.04790135,100.682093161577
168,Designated,Concrete,8, ,Sidewalk,Pennypack Park Trail,PPR,Trail,Y,0.03429266,72.0008936004091
169,Designated,Concrete,10, ,Asphalt Trail,Boxer's Trail,PPR,Trail,N,0.00368383,7.75547188540519
170,Designated,Concrete,10, ,Asphalt Trail,Boxer's Trail,PPR,Trail,N,0.06690511,140.369906192265
171,Designated,Concrete,10, ,Asphalt Trail,Boxer's Trail,PPR,Trail,N,0.04777111,100.235513537403
172,Designated,Concrete,10, ,Asphalt Trail,Boxer's Trail,PPR,Trail,N,0.08490673,178.677212298079
173,Designated,Concrete,10, ,Asphalt Trail,Boxer's Trail,PPR,Trail,N,0.13824331,290.333982010516
174,Designated,Concrete,10, ,Asphalt Trail,Boxer's Trail,PPR,Trail,Y,0.03654529,76.7256378688947
175,Designated,Asphalt,10, ,Asphalt Trail,Kelly Drive Trail,PPR,Trail,Y,0.03920575,82.3655980839323
176,Designated,Asphalt,10, ,Asphalt Trail,Kelly Drive Trail,PPR,Trail,Y,0.10855291,228.281187279456
177,Designated,Asphalt,10, ,Asphalt Trail,Kelly Drive Trail,PPR,Trail,Y,1.22061169,2568.55799084689
178,Designated,Asphalt,10, ,Asphalt Trail,Kelly Drive Trail,PPR,Trail,Y,0.15337389,322.001340500147
179,Designated,Asphalt,10, ,Asphalt Trail,MLK Drive Trail,PPR,Trail,Y,0.06188611,129.799350082938
180,Designated,Asphalt,10, ,Asphalt Trail,MLK Drive Trail,PPR,Trail,Y,3.90391401,8208.71512293238
181,Designated,Asphalt,10, ,Asphalt Trail,Pennypack Park Trail,PPR,Trail,Y,0.29704997,624.411243952108
182,Designated,Asphalt,10, ,Asphalt Trail,Pennypack Park Trail,PPR,Trail,Y,0.02868196,60.4157060930871
183,Designated,Asphalt,10, ,Asphalt Trail,Pennypack Park Trail,PPR,Trail,Y,0.15876791,334.31262330038
