log2FoldChange,pvalue,gene_id,symbol
0.051720369,0.722374306,ENSG00000116138,DNAJC16
0.092165665,0.83437886,ENSG00000116141,MARK1
-0.247834634,0.526738446,ENSG00000116151,MORN1
-0.045331992,0.865238597,ENSG00000116157,GPX7
-0.07593396,0.524531999,ENSG00000116161,CACYBP
-0.412436221,0.002217117,ENSG00000116171,SCP2
-0.389977552,0.018280566,ENSG00000116191,RALGPS2
-0.039084428,0.758173067,ENSG00000116198,CEP104
-0.252200928,0.046847043,ENSG00000116199,FAM20B
-0.289735438,0.164803897,ENSG00000116205,TCEANC2
0.067457008,0.543690398,ENSG00000116209,TMEM59
0.461667021,0.000394604,ENSG00000116212,LRRC42
-0.429368709,0.055503662,ENSG00000116213,WRAP73
0.040612036,0.753533668,ENSG00000116221,MRPL37
-0.238808836,0.023007159,ENSG00000116237,ICMT
0.032163531,0.79532719,ENSG00000116251,RPL22
0.010639114,0.914679901,ENSG00000116260,QSOX1
-0.599208338,0.000228223,ENSG00000116266,STXBP3
-0.221309277,0.110255161,ENSG00000116273,PHF13
2.332962554,3.40E-59,ENSG00000116285,ERRFI1
-0.004204817,0.973734927,ENSG00000116288,PARK7
-0.685281767,0.252425853,ENSG00000116299,KIAA1324
-0.283827152,0.037864752,ENSG00000116337,AMPD2
0.37205191,0.003653186,ENSG00000116350,SRSF4
-0.14858935,0.481062839,ENSG00000116353,MECR
-0.247606269,0.099146453,ENSG00000116396,KCNC4
-0.462468722,0.004826528,ENSG00000116406,EDEM3
-0.389127151,0.031918282,ENSG00000116455,WDR77
0.021113213,0.869398928,ENSG00000116459,ATP5PB
-0.162421612,0.193948425,ENSG00000116473,RAP1A
-0.228259498,0.085334911,ENSG00000116478,HDAC1
0.016644186,0.887948979,ENSG00000116489,CAPZA1
0.191070532,0.270713467,ENSG00000116497,S100PBP
0.740048846,2.59E-05,ENSG00000116514,RNF19B
-0.069327596,0.591994523,ENSG00000116521,SCAMP3
-0.436919487,0.011474871,ENSG00000116525,TRIM62
-0.77076437,8.46E-09,ENSG00000116539,ASH1L
0.077440143,0.536816932,ENSG00000116560,SFPQ
-0.039845594,0.926224151,ENSG00000116574,RHOU
0.331318772,0.005260406,ENSG00000116580,GON4L
1.28032811,2.02E-28,ENSG00000116584,ARHGEF2
-0.171647815,0.331005467,ENSG00000116586,LAMTOR2
0.68861914,5.02E-08,ENSG00000116604,MEF2D
-0.292815717,0.038804217,ENSG00000116641,DOCK7
0.123053558,0.222996986,ENSG00000116649,SRM
0.222507265,0.695486608,ENSG00000116661,FBXO2
0.166457295,0.68093742,ENSG00000116663,FBXO6
-0.196301372,0.334065276,ENSG00000116667,C1orf21
-1.202359819,0.013058112,ENSG00000116668,SWT1
-0.084886052,0.555724301,ENSG00000116670,MAD2L2
0.521409489,9.14E-06,ENSG00000116675,DNAJC6
-0.624099079,0.004983954,ENSG00000116678,LEPR
0.393748249,0.000522742,ENSG00000116679,IVNS1ABP
-0.227322737,0.040929647,ENSG00000116685,KIAA2013
0.144708426,0.193985015,ENSG00000116688,MFN2
0.106656945,0.571795979,ENSG00000116691,MIIP
0.350839491,0.010400175,ENSG00000116698,SMG7
-0.32185208,0.010882602,ENSG00000116704,SLC35D1
2.101816987,2.59E-81,ENSG00000116717,GADD45A
-0.076872996,0.543221884,ENSG00000116729,WLS
-0.310754251,0.023362306,ENSG00000116731,PRDM2
-0.645703383,0.190233931,ENSG00000116741,RGS2
-0.654606733,0.000269346,ENSG00000116747,RO60
-0.241767185,0.116557624,ENSG00000116750,UCHL5
0.145575683,0.378602021,ENSG00000116752,BCAS2
-0.219017368,0.153740519,ENSG00000116754,SRSF11
2.420473265,6.97E-14,ENSG00000116761,CTH
-0.095924492,0.804334301,ENSG00000116771,AGMAT
-0.05041856,0.68984784,ENSG00000116774,OLFML3
-0.169465453,0.768835061,ENSG00000116785,CFHR3
0.159958248,0.180171964,ENSG00000116786,PLEKHM2
-0.568875089,0.001184243,ENSG00000116791,CRYZ
-0.646506753,7.16E-05,ENSG00000116793,PHTF1
0.316255732,0.033862729,ENSG00000116809,ZBTB17
-0.12086578,0.690289466,ENSG00000116815,CD58
-0.336732965,0.016292835,ENSG00000116830,TTF2
0.071584711,0.696511255,ENSG00000116857,TMEM9
0.192248612,0.190916104,ENSG00000116863,ADPRHL2
0.442602442,6.08E-05,ENSG00000116871,MAP7D1
0.096243143,0.6451194,ENSG00000116874,WARS2
-0.432972672,0.21800536,ENSG00000116883,NA
0.486866746,0.241612525,ENSG00000116885,OSCP1
-0.1451184,0.387849909,ENSG00000116898,MRPS15
-0.247701485,0.130514887,ENSG00000116903,EXOC8
-0.107479369,0.520018491,ENSG00000116906,GNPAT
0.151617836,0.302878817,ENSG00000116918,TSNAX
0.637085273,8.02E-05,ENSG00000116922,C1orf109
-0.035895666,0.83656394,ENSG00000116954,RRAGC
0.05241988,0.740580678,ENSG00000116957,NA
-0.301069262,0.006925389,ENSG00000116962,NID1
-0.082932951,0.560593773,ENSG00000116977,LGALS8
-0.368578022,0.002689004,ENSG00000116984,MTR
-0.133493004,0.630333925,ENSG00000116991,SIPA1L2
-0.779731957,3.56E-05,ENSG00000117000,RLF
-0.437083098,0.258207312,ENSG00000117010,ZNF684
-0.289072729,0.020486804,ENSG00000117020,AKT3
0.167553795,0.24899191,ENSG00000117036,ETV3
-0.419568328,0.022471443,ENSG00000117054,ACADM
-0.746232332,0.031073852,ENSG00000117069,ST6GALNAC5
-0.540191508,0.001790613,ENSG00000117114,ADGRL2
0.120082761,0.38839079,ENSG00000117118,SDHB
0.231297447,0.076695652,ENSG00000117122,MFAP2
0.245296564,0.101920151,ENSG00000117133,RPF1
0.07584893,0.552132041,ENSG00000117139,KDM5B
0.868975692,1.45E-12,ENSG00000117143,UAP1
-0.068518944,0.712084118,ENSG00000117151,CTBS
-0.597917161,1.55E-05,ENSG00000117152,RGS4
0.079394216,0.617448799,ENSG00000117153,KLHL12
-0.684315903,0.002668364,ENSG00000117155,SSX2IP
0.345136485,0.031307185,ENSG00000117174,ZNHIT6
0.260472988,0.088494524,ENSG00000117222,RBBP5
-0.153271105,0.287213366,ENSG00000117226,GBP3
-0.464006566,0.000894768,ENSG00000117228,GBP1
0.266314033,0.306441997,ENSG00000117242,PINK1-AS
-0.13147478,0.66195203,ENSG00000117245,KIF17
0.232053505,0.10596932,ENSG00000117262,GPR89A
-0.146636712,0.400879043,ENSG00000117280,RAB29
-0.159979141,0.136437821,ENSG00000117298,ECE1
-0.018439314,0.931717804,ENSG00000117305,HMGCL
0.028099697,0.860602165,ENSG00000117308,GALE
0.414691471,0.001325585,ENSG00000117318,ID3
-0.467010402,7.02E-05,ENSG00000117335,CD46
0.301007302,0.037744991,ENSG00000117360,PRPF3
-0.092640622,0.46089455,ENSG00000117362,APH1A
-0.166489943,0.139872682,ENSG00000117385,P3H1
-0.173532015,0.102236117,ENSG00000117394,SLC2A1
0.103385559,0.396737862,ENSG00000117395,EBNA1BP2
-0.116598612,0.263382909,ENSG00000117399,CDC20
-0.244419109,0.054001185,ENSG00000117408,IPO13
-0.037272474,0.785635037,ENSG00000117410,ATP6V0B
0.218635618,0.044846195,ENSG00000117411,B4GALT2
0.243362513,0.080384391,ENSG00000117419,ERI3
0.022563226,0.87782184,ENSG00000117448,AKR1A1
-0.25365038,0.027914759,ENSG00000117450,PRDX1
-0.762007872,0.003956297,ENSG00000117461,PIK3R3
-0.484357999,0.010866774,ENSG00000117475,BLZF1
0.419221894,0.018121467,ENSG00000117479,SLC19A2
0.279964172,0.074737181,ENSG00000117481,NSUN4
-0.026417807,0.857916987,ENSG00000117500,TMED5
0.122647091,0.307120454,ENSG00000117505,DR1
0.072076983,0.495896172,ENSG00000117519,CNN3
-0.19342958,0.122631651,ENSG00000117523,PRRC2C
0.590436059,1.10E-07,ENSG00000117525,F3
-0.662430695,3.20E-06,ENSG00000117528,ABCD3
0.071650205,0.715963164,ENSG00000117533,VAMP4
0.169970028,0.406105598,ENSG00000117543,DPH5
-0.330378831,0.148925503,ENSG00000117569,PTBP2
0.938504647,0.106259226,ENSG00000117586,TNFSF4
0.077371749,0.438980262,ENSG00000117592,PRDX6
-0.16159555,0.267951118,ENSG00000117593,DARS2
0.278618521,0.023467969,ENSG00000117597,UTP25
-0.358400869,0.043034895,ENSG00000117600,PLPPR4
-0.251580346,0.170088426,ENSG00000117602,RCAN3
0.420199142,0.017968757,ENSG00000117614,SYF2
-0.328541873,0.024210912,ENSG00000117616,RSRP1
-0.504215108,0.000990714,ENSG00000117620,SLC35A3
0.378987287,0.005981343,ENSG00000117625,RCOR3
-0.022481737,0.828406836,ENSG00000117632,STMN1
0.000618431,0.99701944,ENSG00000117640,MTFR1L
-0.70212851,0.001860067,ENSG00000117650,NEK2
-0.68850456,0.004920448,ENSG00000117676,RPS6KA1
0.245697097,0.048411713,ENSG00000117682,DHDDS
0.130108543,0.407302873,ENSG00000117691,NENF
0.172795429,0.357377529,ENSG00000117697,NSL1
0.24906991,0.104502951,ENSG00000117713,ARID1A
-1.772333145,2.40E-06,ENSG00000117724,CENPF
0.139086278,0.288680969,ENSG00000117748,RPA2
0.206732424,0.143084684,ENSG00000117751,PPP1R8
-0.029438586,0.789964907,ENSG00000117758,STX12
-0.164610992,0.578805574,ENSG00000117791,2-Mar
-0.00034326,0.9977509,ENSG00000117859,OSBPL9
0.479407511,0.000416322,ENSG00000117862,TXNDC12
-0.109943795,0.361212922,ENSG00000117868,ESYT2
-0.050720535,0.816147055,ENSG00000117877,CD3EAP
0.422108263,0.002159004,ENSG00000117899,MESD
0.074010714,0.564678241,ENSG00000117906,RCN2
0.14051774,0.159710537,ENSG00000117984,CTSD
-0.136236318,0.406024777,ENSG00000118007,STAG1
0.074818126,0.580635208,ENSG00000118046,STK11
-0.051880672,0.686197758,ENSG00000118058,KMT2A
0.175870749,0.339640391,ENSG00000118096,IFT46
-0.563092859,0.073411792,ENSG00000118162,KPTN
0.101331331,0.37737726,ENSG00000118181,RPS25
-1.284516947,1.58E-09,ENSG00000118193,KIF14
0.662758067,0.000276527,ENSG00000118197,DDX59
-0.147206405,0.346427113,ENSG00000118200,CAMSAP2
0.072303746,0.520837283,ENSG00000118217,ATF6
-0.165538454,0.498268784,ENSG00000118242,MREG
-0.155072062,0.352384016,ENSG00000118246,FASTKD2
-0.314925933,0.064725875,ENSG00000118257,NRP2
-0.400397339,0.024091088,ENSG00000118260,CREB1
0.393707972,0.020162833,ENSG00000118263,KLF7
0.095966747,0.840115328,ENSG00000118292,C1orf54
0.445716971,0.000614662,ENSG00000118363,SPCS2
0.360211679,0.028079988,ENSG00000118369,USP35
0.268972532,0.297986768,ENSG00000118402,ELOVL4
-0.581042986,0.14980779,ENSG00000118412,CASP8AP2
-0.386030156,0.034895199,ENSG00000118418,HMGN3
-0.62387716,0.218553038,ENSG00000118420,UBE3D
0.038400719,0.766446604,ENSG00000118454,ANKRD13C
0.324294762,0.01970104,ENSG00000118473,SGIP1
-0.508289064,0.011880468,ENSG00000118482,PHF3
0.163863711,0.230210615,ENSG00000118495,PLAGL1
-0.135191031,0.413592834,ENSG00000118496,FBXO30
0.231855318,0.12642845,ENSG00000118503,TNFAIP3
0.1324749,0.694162616,ENSG00000118507,AKAP7
0.475966371,0.001292695,ENSG00000118508,RAB32
-0.021427436,0.946488851,ENSG00000118513,MYB
0.636348371,4.21E-09,ENSG00000118515,SGK1
0.306203505,0.046602673,ENSG00000118518,RNF146
0.807689176,1.74E-16,ENSG00000118523,CCN2
0.076401177,0.557695776,ENSG00000118564,FBXL5
0.009319684,0.953312066,ENSG00000118579,MED28
-0.856259227,6.58E-06,ENSG00000118596,SLC16A7
0.006731192,0.975305615,ENSG00000118600,RXYLT1
-0.156397039,0.542696902,ENSG00000118620,ZNF430
0.08939051,0.546410034,ENSG00000118655,DCLRE1B
0.205995209,0.079086089,ENSG00000118680,MYL12B
0.706004943,1.44E-07,ENSG00000118689,FOXO3
-0.050602368,0.927083075,ENSG00000118690,ARMC2
0.126357509,0.233108828,ENSG00000118705,RPN2
-0.196076557,0.365396396,ENSG00000118707,TGIF2
0.150894466,0.179749237,ENSG00000118762,PKD2
-0.038047438,0.851627645,ENSG00000118785,SPP1
-0.415575787,0.29704535,ENSG00000118804,STBD1
0.436854157,0.000457049,ENSG00000118816,CCNI
0.173730735,0.185184246,ENSG00000118855,MFSD1
0.156707483,0.246215856,ENSG00000118873,RAB3GAP2
-0.068632771,0.735708571,ENSG00000118894,EEF2KMT
-0.109323589,0.372340345,ENSG00000118900,UBN1
-0.43273942,0.007898905,ENSG00000118922,KLF12
0.374856397,0.26899451,ENSG00000118939,UCHL3
-0.017243302,0.929329404,ENSG00000118960,HS1BP3
-0.271299058,0.208482351,ENSG00000118961,LDAH
0.005074792,0.982854741,ENSG00000118965,WDR35
1.452608017,0.008317099,ENSG00000118972,FGF23
-0.420660843,0.045712041,ENSG00000118976,NA
0.303112703,0.006655614,ENSG00000118985,ELL2
0.060561946,0.91229742,ENSG00000118990,NA
0.232695931,0.150345529,ENSG00000119004,CYP20A1
-0.265339622,0.218905926,ENSG00000119013,NDUFB3
-0.060319467,0.69884515,ENSG00000119041,GTF3C3
-0.259776148,0.153576782,ENSG00000119042,SATB2
0.458606315,0.000644135,ENSG00000119048,UBE2B
0.077872483,0.853675724,ENSG00000119125,GDA
1.108365547,6.75E-09,ENSG00000119138,KLF9
0.648051145,5.76E-06,ENSG00000119139,TJP2
-0.497853554,7.40E-05,ENSG00000119185,ITGB1BP1
-0.081588304,0.548797499,ENSG00000119203,CPSF3
-0.224937345,0.372076153,ENSG00000119227,PIGZ
0.213206701,0.149870811,ENSG00000119231,SENP5
0.198430808,0.084169708,ENSG00000119242,CCDC92
0.258501598,0.016897026,ENSG00000119280,C1orf198
-0.221648536,0.071877493,ENSG00000119285,HEATR1
-0.064994194,0.608564322,ENSG00000119314,PTBP3
0.246087647,0.030903473,ENSG00000119318,RAD23B
0.007771063,0.952064435,ENSG00000119321,FKBP15
-0.245022241,0.078656651,ENSG00000119326,CTNNAL1
0.104180349,0.572224665,ENSG00000119328,ABITRAM
-0.22951275,0.070121627,ENSG00000119333,WDR34
0.526867134,2.57E-05,ENSG00000119335,SET
-0.270594126,0.051020302,ENSG00000119383,PTPA
0.141329803,0.330366841,ENSG00000119392,GLE1
0.17624564,0.146999685,ENSG00000119396,RAB14
-0.417334786,0.049645371,ENSG00000119397,CNTRL
0.480955752,0.002345757,ENSG00000119401,TRIM32
-0.263807325,0.036627204,ENSG00000119402,FBXW2
-0.010683265,0.929790842,ENSG00000119403,PHF19
-0.003012856,0.980373509,ENSG00000119408,NEK6
0.20435888,0.221236578,ENSG00000119414,PPP6C
-0.120800248,0.556037926,ENSG00000119421,NDUFA8
-0.166847001,0.626496563,ENSG00000119431,HDHD3
0.179669231,0.204290397,ENSG00000119446,RBM18
-0.117192564,0.476008221,ENSG00000119471,HSDL2
-0.116679472,0.331992362,ENSG00000119487,MAPKAP1
0.493757963,0.173443365,ENSG00000119508,NR4A3
-0.311968723,0.10186042,ENSG00000119509,INVS
0.035728464,0.798402306,ENSG00000119522,DENND1A
0.662478708,4.62E-07,ENSG00000119523,ALG2
0.145030871,0.249299678,ENSG00000119537,KDSR
-0.280660801,0.033744855,ENSG00000119541,VPS4B
0.214134057,0.194029351,ENSG00000119559,C19orf25
0.149530531,0.335797216,ENSG00000119574,ZBTB45
-0.019575651,0.89604937,ENSG00000119596,YLPM1
0.368041638,0.05288625,ENSG00000119599,DCAF4
0.348295429,0.012093815,ENSG00000119616,FCF1
0.32727463,0.063325167,ENSG00000119632,IFI27L2
0.050900125,0.855725869,ENSG00000119636,BBOF1
-0.12154546,0.370152798,ENSG00000119638,NEK9
-0.269293682,0.487014642,ENSG00000119640,ACYP1
0.321721795,0.318894015,ENSG00000119650,IFT43
0.066785723,0.546348113,ENSG00000119655,NPC2
-0.018394138,0.928844994,ENSG00000119661,DNAL1
-0.065357723,0.658279383,ENSG00000119669,IRF2BPL
-0.066101808,0.684193899,ENSG00000119673,ACOT2
-0.446000338,2.25E-05,ENSG00000119681,LTBP2
-0.143103606,0.258636548,ENSG00000119682,AREL1
-0.511441834,0.056941754,ENSG00000119684,MLH3
-0.043014877,0.778491638,ENSG00000119685,TTLL5
-0.164957286,0.423759093,ENSG00000119688,ABCD4
0.110799827,0.353785051,ENSG00000119689,DLST
0.372014148,0.451455947,ENSG00000119699,TGFB3
0.182290113,0.372747458,ENSG00000119705,SLIRP
-0.184305312,0.2081614,ENSG00000119707,RBM25
0.653073125,0.006244039,ENSG00000119711,ALDH6A1
0.181072317,0.309063058,ENSG00000119718,EIF2B2
-0.011186064,0.958878517,ENSG00000119720,NRDE2
-0.262216803,0.490778026,ENSG00000119723,COQ6
0.706846082,1.13E-07,ENSG00000119729,RHOQ
-1.059642181,0.000795607,ENSG00000119737,GPR75
0.29851423,0.033365424,ENSG00000119760,SUPT7L
-0.092579901,0.532064573,ENSG00000119771,KLHL29
1.312248725,0.009121917,ENSG00000119772,DNMT3A
0.292782088,0.004279187,ENSG00000119777,TMEM214
-0.205231346,0.36312273,ENSG00000119778,ATAD2B
-0.29771938,0.061512195,ENSG00000119787,ATL2
0.23844037,0.061586011,ENSG00000119801,YPEL5
-0.358128343,0.001186182,ENSG00000119812,FAM98A
0.091544317,0.497447166,ENSG00000119820,YIPF4
0.603795161,0.005169467,ENSG00000119844,AFTPH
-0.195235219,0.607655889,ENSG00000119862,LGALSL
-0.255347774,0.085718485,ENSG00000119865,CNRIP1
0.826160254,0.130609119,ENSG00000119866,BCL11A
0.167507102,0.486448597,ENSG00000119878,CRIPT
-0.146346259,0.290102662,ENSG00000119899,SLC17A5
-0.04789423,0.72765369,ENSG00000119900,OGFRL1
-0.473139298,0.003478942,ENSG00000119906,SLF2
-0.323367264,0.018703921,ENSG00000119912,IDE
0.197866875,0.324862259,ENSG00000119917,IFIT3
0.801986742,0.003099623,ENSG00000119922,IFIT2
-0.376749776,0.026295733,ENSG00000119927,GPAM
0.153114437,0.567932089,ENSG00000119929,CUTC
1.886180397,3.71E-15,ENSG00000119938,PPP1R3C
-0.624091287,0.088137374,ENSG00000119943,PYROXD2
0.105383562,0.648761387,ENSG00000119946,CNNM1
0.11678773,0.708954641,ENSG00000119950,MXI1
0.710734117,2.24E-06,ENSG00000119953,SMNDC1
0.352259509,0.043282922,ENSG00000119965,C10orf88
-0.441472209,0.005323403,ENSG00000119969,HELLS
-0.337065744,0.030776507,ENSG00000119977,TCTN3
0.258897213,0.069304607,ENSG00000119979,DENND10
-0.117286556,0.520824737,ENSG00000119986,AVPI1
-0.092680956,0.49803304,ENSG00000120008,WDR11
0.059933364,0.692453264,ENSG00000120029,ARMH3
1.582687554,1.48E-37,ENSG00000120053,GOT1
0.263928842,0.060476886,ENSG00000120063,GNA13
0.456820674,0.001551278,ENSG00000120071,KANSL1
0.89291895,9.18E-17,ENSG00000120129,DUSP1
-0.938502198,1.23E-08,ENSG00000120137,PANK3
-0.344996298,0.209424147,ENSG00000120156,TEK
-0.054652515,0.862781997,ENSG00000120158,RCL1
0.786208808,5.29E-06,ENSG00000120159,CAAP1
0.427253933,0.000212003,ENSG00000120217,CD274
0.187525549,0.159053727,ENSG00000120253,NUP43
0.56449581,1.19E-06,ENSG00000120254,MTHFD1L
-0.262935816,0.053441176,ENSG00000120256,LRP11
0.065884711,0.576828278,ENSG00000120265,PCMT1
0.251205452,0.112689409,ENSG00000120306,CYSTM1
0.035066551,0.799866032,ENSG00000120314,WDR55
-0.404227268,0.009026479,ENSG00000120318,ARAP3
-0.436843863,0.155642055,ENSG00000120322,PCDHB8
-0.095053085,0.787015598,ENSG00000120324,PCDHB10
-0.455546312,0.091120761,ENSG00000120327,PCDHB14
-0.629579375,0.085393964,ENSG00000120328,PCDHB12
-0.034231432,0.875523093,ENSG00000120333,MRPS14
0.436491869,0.006811722,ENSG00000120334,CENPL
0.686596317,0.00030469,ENSG00000120370,GORAB
0.047670038,0.790360137,ENSG00000120437,ACAT2
0.023811636,0.835583105,ENSG00000120438,TCP1
-0.130127106,0.272233761,ENSG00000120451,SNX19
0.048276526,0.831609729,ENSG00000120458,MSANTD2
-0.070982119,0.649578444,ENSG00000120509,PDZD11
0.587737446,0.002643397,ENSG00000120519,SLC10A7
-0.084530841,0.5697623,ENSG00000120526,NUDCD1
-0.248715532,0.135775687,ENSG00000120533,ENY2
0.145583288,0.256253112,ENSG00000120539,MASTL
-0.297136443,0.475466023,ENSG00000120549,KIAA1217
-0.783900261,0.098056859,ENSG00000120555,NA
0.505849437,0.001973733,ENSG00000120616,EPC1
-0.019943553,0.920160031,ENSG00000120647,CCDC77
0.021980926,0.887030212,ENSG00000120656,TAF12
0.332240419,0.391884502,ENSG00000120658,ENOX1
-0.345075861,0.182766329,ENSG00000120662,MTRF1
0.123912364,0.473830251,ENSG00000120675,DNAJC15
0.60865033,2.15E-05,ENSG00000120685,PROSER1
0.360631159,0.006877994,ENSG00000120686,UFM1
0.216225847,0.249660803,ENSG00000120688,WBP4
0.154901794,0.276028289,ENSG00000120690,ELF1
-0.15780724,0.412306914,ENSG00000120693,SMAD9
-0.514754331,3.59E-05,ENSG00000120694,HSPH1
-0.731706678,0.007339229,ENSG00000120696,KBTBD7
0.373154585,0.032214787,ENSG00000120697,ALG5
0.310888668,0.043978187,ENSG00000120699,EXOSC8
0.328160999,0.002785315,ENSG00000120705,ETF1
-0.149125136,0.137347085,ENSG00000120708,TGFBI
0.012622987,0.927628816,ENSG00000120709,FAM53C
0.134017171,0.325660442,ENSG00000120725,SIL1
0.304825069,0.097341142,ENSG00000120727,PAIP2
-0.142220366,0.269781739,ENSG00000120733,KDM3B
1.426111679,1.60E-21,ENSG00000120738,EGR1
0.681369202,7.77E-11,ENSG00000120742,SERP1
-0.751600546,0.155801138,ENSG00000120756,PLS1
-0.024908229,0.897385335,ENSG00000120784,ZFP30
-0.268121072,0.188132895,ENSG00000120798,NR2C1
-0.417937787,0.002197185,ENSG00000120800,UTP20
-0.105791422,0.369659343,ENSG00000120802,TMPO
0.100191018,0.392674615,ENSG00000120805,ARL1
-0.231486122,0.177741063,ENSG00000120820,GLT8D2
-0.892822017,0.023108283,ENSG00000120832,MTERF2
0.156283716,0.569523383,ENSG00000120833,SOCS2
-0.032859824,0.837687728,ENSG00000120837,NFYB
-0.079905934,0.662588019,ENSG00000120860,WASHC3
-0.78110184,3.72E-09,ENSG00000120868,APAF1
-0.453669072,0.002538916,ENSG00000120875,DUSP4
0.089050658,0.453287029,ENSG00000120885,CLU
0.780562285,9.92E-09,ENSG00000120889,TNFRSF10B
0.630734587,5.83E-06,ENSG00000120896,SORBS3
0.140546244,0.702959357,ENSG00000120899,PTK2B
0.350650755,0.046704377,ENSG00000120910,PPP3CC
-0.177794283,0.357807415,ENSG00000120913,PDLIM2
-0.155217304,0.382585076,ENSG00000120925,RNF170
0.009021353,0.954479883,ENSG00000120942,UBIAD1
-0.080216724,0.509015758,ENSG00000120948,TARDBP
0.127782403,0.416472584,ENSG00000120963,ZNF706
-0.048967562,0.685280139,ENSG00000120992,LYPLA1
0.058224297,0.724037504,ENSG00000121022,COPS5
-0.265536048,0.145241014,ENSG00000121039,RDH10
-0.256914546,0.116358635,ENSG00000121057,AKAP1
0.015640043,0.93430516,ENSG00000121058,COIL
0.677148707,6.38E-07,ENSG00000121060,TRIM25
-0.161159304,0.280201519,ENSG00000121064,SCPEP1
1.42771303,0.000332966,ENSG00000121067,SPOP
-0.183257066,0.13127045,ENSG00000121068,TBX2
0.645126984,7.80E-07,ENSG00000121073,SLC35B1
-0.039916594,0.890710217,ENSG00000121089,NA
-0.013294377,0.98330141,ENSG00000121104,FAM117A
-0.177749716,0.183523632,ENSG00000121152,NCAPH
-0.005240778,0.992715632,ENSG00000121207,LRAT
-0.22062041,0.281268825,ENSG00000121210,TMEM131L
0.161707488,0.620827904,ENSG00000121211,MND1
-0.343451104,0.416086231,ENSG00000121236,TRIM6
0.29693185,0.042193138,ENSG00000121274,TENT4B
-0.22444145,0.327404734,ENSG00000121281,ADCY7
-0.072475656,0.589411554,ENSG00000121289,CEP89
0.250553238,0.059334171,ENSG00000121297,TSHZ3
-0.329630739,0.108103132,ENSG00000121310,ECHDC2
-0.099810256,0.6276239,ENSG00000121350,PYROXD1
-0.702009101,0.000214831,ENSG00000121361,KCNJ8
0.220241705,0.134882304,ENSG00000121390,PSPC1
0.314609339,0.225365394,ENSG00000121406,ZNF549
-0.34658786,0.344024758,ENSG00000121413,ZSCAN18
-0.2495374,0.36894918,ENSG00000121417,ZNF211
0.436030901,0.019310393,ENSG00000121440,PDZRN3
-0.500229946,0.264794615,ENSG00000121454,LHX4
0.168588935,0.273243247,ENSG00000121481,RNF2
-0.324525297,0.07550055,ENSG00000121486,TRMT1L
0.159158223,0.461876015,ENSG00000121542,SEC22A
0.701518335,0.272540904,ENSG00000121570,DPPA4
-0.028248622,0.838668134,ENSG00000121578,B4GALT4
-0.083794713,0.460947132,ENSG00000121579,NAA50
-1.044679871,2.11E-06,ENSG00000121621,KIF18A
0.100735316,0.393350999,ENSG00000121644,DESI2
0.407746134,0.023278416,ENSG00000121653,MAPK8IP1
-0.231937264,0.193289965,ENSG00000121671,CRY2
0.400355352,0.022721481,ENSG00000121680,PEX16
-0.166625797,0.591856355,ENSG00000121690,DEPDC7
-0.107537378,0.506306479,ENSG00000121691,CAT
-0.696485055,0.14830421,ENSG00000121716,PILRB
-0.514987726,0.010387645,ENSG00000121741,ZMYM2
-0.122090165,0.586400685,ENSG00000121743,GJA3
-0.146525211,0.43505845,ENSG00000121749,TBC1D15
-0.271404882,0.085267521,ENSG00000121753,ADGRB2
-0.150597031,0.422327599,ENSG00000121766,ZCCHC17
0.126462074,0.673364028,ENSG00000121769,FABP3
0.228157326,0.061316027,ENSG00000121774,KHDRBS1
0.20923989,0.242136302,ENSG00000121775,TMEM39B
0.375655104,0.05785537,ENSG00000121851,POLR3GL
0.361158125,0.024415552,ENSG00000121864,ZNF639
-0.450015975,0.018735775,ENSG00000121879,PIK3CA
-0.461934911,0.003628145,ENSG00000121892,PDS5A
0.650743038,0.014480996,ENSG00000121897,LIAS
0.014211237,0.945229342,ENSG00000121900,TMEM54
-0.178284338,0.483223228,ENSG00000121903,ZSCAN20
-0.302266452,0.430472131,ENSG00000121904,CSMD2
0.39134425,0.035494587,ENSG00000121931,LRIF1
-0.004326811,0.977743041,ENSG00000121940,CLCC1
-0.988278012,4.47E-07,ENSG00000121957,GPSM2
0.410651649,0.03615683,ENSG00000121964,GTDC1
-0.116988597,0.721287471,ENSG00000121988,ZRANB3
0.521654155,0.028792512,ENSG00000121989,ACVR2A
-0.69956217,0.001718626,ENSG00000122008,POLK
-0.056894477,0.716408946,ENSG00000122026,RPL21
-0.090179208,0.650664028,ENSG00000122033,MTIF3
-0.091699743,0.501229988,ENSG00000122034,GTF3A
-0.172876053,0.136487967,ENSG00000122042,UBL3
-0.174377655,0.223856297,ENSG00000122068,FYTTD1
0.186910266,0.366943186,ENSG00000122085,MTERF4
-0.110188826,0.385412808,ENSG00000122126,OCRL
0.260162578,0.089977986,ENSG00000122140,MRPS2
-0.076966614,0.508202099,ENSG00000122203,KIAA1191
0.22326952,0.022140251,ENSG00000122218,COPA
-0.923365678,5.90E-09,ENSG00000122257,RBBP6
0.513308424,3.45E-05,ENSG00000122299,ZC3H7A
-0.159018033,0.469168373,ENSG00000122335,SERAC1
0.040177841,0.707121625,ENSG00000122359,ANXA11
-0.555308206,0.001396174,ENSG00000122376,SHLD2
0.310559381,0.128010401,ENSG00000122386,ZNF205
0.03720874,0.873026632,ENSG00000122390,NAA60
0.229797365,0.02249051,ENSG00000122406,RPL5
