log2FoldChange,pvalue,gene_id,symbol
0.169730659,0.099242256,ENSG00000143384,MCL1
-0.036545116,0.729978759,ENSG00000143387,CTSK
-0.306829006,0.098682376,ENSG00000143390,RFX5
0.087308324,0.46921422,ENSG00000143393,PI4KB
0.390440398,0.000302788,ENSG00000143398,PIP5K1A
-0.14339875,0.280760478,ENSG00000143401,ANP32E
-0.757015065,0.00426375,ENSG00000143409,MINDY1
-0.674702548,0.113325493,ENSG00000143416,SELENBP1
-0.189341812,0.15396685,ENSG00000143418,CERS2
0.469457852,0.000767286,ENSG00000143420,ENSA
0.25399397,0.303918663,ENSG00000143429,NA
-0.262527065,0.604038784,ENSG00000143434,SEMA6C
0.393793385,0.040415386,ENSG00000143436,MRPL9
0.268359788,0.067117764,ENSG00000143437,ARNT
0.226564635,0.1450175,ENSG00000143442,POGZ
-0.374905678,0.411920946,ENSG00000143443,C1orf56
0.93586218,1.18E-10,ENSG00000143457,GOLPH3L
0.01607725,0.931587539,ENSG00000143458,GABPB2
-0.722551258,0.000255765,ENSG00000143469,SYT14
0.775112837,0.00065934,ENSG00000143473,KCNH1
0.443322127,0.00014445,ENSG00000143476,DTL
0.964006312,5.41E-10,ENSG00000143479,DYRK3
-0.088508596,0.564450184,ENSG00000143486,EIF2D
0.423119379,0.005481808,ENSG00000143493,INTS7
0.824029938,0.001771665,ENSG00000143498,TAF1A
0.057154158,0.716417359,ENSG00000143499,SMYD2
-0.101320599,0.805780197,ENSG00000143502,SUSD4
-0.040035415,0.869632208,ENSG00000143507,DUSP10
0.420356284,0.001039538,ENSG00000143514,TP53BP2
-0.125616892,0.26757379,ENSG00000143515,ATP8B2
-0.157128592,0.241599157,ENSG00000143537,ADAM15
-0.064916877,0.631023685,ENSG00000143543,JTB
0.404161282,0.011879956,ENSG00000143545,RAB13
0.215593869,0.077312731,ENSG00000143549,TPM3
-0.17259028,0.34706282,ENSG00000143553,SNAPIN
-0.505195808,0.041676545,ENSG00000143554,SLC27A3
-0.095902556,0.453698511,ENSG00000143569,UBAP2L
-0.069403143,0.543166605,ENSG00000143570,SLC39A1
0.553882861,5.73E-06,ENSG00000143575,HAX1
1.110451834,0.000451044,ENSG00000143578,CREB3L4
0.071892628,0.547366883,ENSG00000143612,C1orf43
0.593922342,2.89E-05,ENSG00000143614,GATAD2B
0.371286344,0.000926997,ENSG00000143621,ILF2
-0.129549837,0.43817182,ENSG00000143622,RIT1
0.111279328,0.437306367,ENSG00000143624,INTS3
-0.020015909,0.948445151,ENSG00000143630,HCN3
-0.48210713,0.00311134,ENSG00000143632,ACTA1
0.104788743,0.608320232,ENSG00000143633,C1orf131
-0.046481793,0.695965199,ENSG00000143641,GALNT2
-0.143179773,0.372743779,ENSG00000143643,TTC13
-0.01616509,0.915050369,ENSG00000143653,SCCPDH
-0.941360593,9.23E-08,ENSG00000143669,LYST
-0.096443896,0.51775048,ENSG00000143702,CEP170
0.199513306,0.117977525,ENSG00000143727,ACP1
0.033515525,0.840420249,ENSG00000143740,SNAP47
0.002781082,0.980909244,ENSG00000143742,SRP9
0.5983099,0.000162798,ENSG00000143748,NVL
1.01881176,1.32E-11,ENSG00000143751,SDE2
-0.082388391,0.482922983,ENSG00000143753,DEGS1
0.056966876,0.718482853,ENSG00000143756,FBXO28
-0.035233808,0.748097619,ENSG00000143761,ARF1
-0.083008548,0.553569429,ENSG00000143771,CNIH4
-0.464062616,0.039704138,ENSG00000143772,ITPKB
0.279494847,0.013345556,ENSG00000143774,GUK1
-0.127987362,0.262291105,ENSG00000143776,CDC42BPA
0.670266229,0.009245064,ENSG00000143786,CNIH3
-0.10048752,0.584638307,ENSG00000143793,C1orf35
-0.329435952,0.028213572,ENSG00000143797,MBOAT2
-0.066518252,0.545456045,ENSG00000143799,PARP1
-0.115359763,0.549325959,ENSG00000143801,PSEN2
0.153069232,0.262898305,ENSG00000143811,PYCR2
-0.558859945,4.49E-05,ENSG00000143815,LBR
-0.188586874,0.450481217,ENSG00000143816,WNT9A
0.22378155,0.175953882,ENSG00000143819,EPHX1
-0.018694838,0.920823993,ENSG00000143842,SOX13
0.059774399,0.824224038,ENSG00000143845,ETNK2
-0.511388612,0.298627576,ENSG00000143850,PLEKHA6
0.413984131,0.000761399,ENSG00000143862,ARL8A
-0.056667681,0.803855767,ENSG00000143867,OSR1
0.498665585,2.15E-06,ENSG00000143870,PDIA6
0.190659398,0.078096954,ENSG00000143878,RHOB
0.131884204,0.338401273,ENSG00000143889,HNRNPLL
0.204695217,0.577753399,ENSG00000143891,GALM
0.226310202,0.523731746,ENSG00000143919,CAMKMT
0.071577738,0.630239394,ENSG00000143924,EML4
0.037474851,0.717687335,ENSG00000143933,CALM2
0.097559842,0.72554332,ENSG00000143942,CHAC2
-0.237102774,0.163415796,ENSG00000143947,RPS27A
-0.14112183,0.656243584,ENSG00000143951,WDPCP
-0.15239813,0.32054892,ENSG00000143952,VPS54
-0.022323349,0.862410083,ENSG00000143970,ASXL2
-0.514678946,0.005068511,ENSG00000143971,ETAA1
-0.18497282,0.249079146,ENSG00000143977,SNRPG
-0.176760596,0.247364515,ENSG00000143995,MEIS1
0.034050858,0.78862715,ENSG00000144021,CIAO1
-0.07940422,0.74905124,ENSG00000144026,ZNF514
-0.174865339,0.11880603,ENSG00000144028,SNRNP200
-0.097502058,0.525261975,ENSG00000144029,MRPS5
0.12031521,0.589331471,ENSG00000144034,TPRKB
-0.171122639,0.238726946,ENSG00000144036,EXOC6B
-0.148493586,0.332807709,ENSG00000144040,SFXN5
-0.008380813,0.945026938,ENSG00000144043,TEX261
0.524609951,0.005652402,ENSG00000144048,DUSP11
-0.155573257,0.758543235,ENSG00000144061,NPHP1
-0.223572356,0.214950692,ENSG00000144063,MALL
-0.163671699,0.629834328,ENSG00000144115,THNSL2
-0.019917781,0.875125776,ENSG00000144118,RALB
-0.314549052,0.30554225,ENSG00000144120,TMEM177
0.181104363,0.406099514,ENSG00000144134,RABL2A
-0.291614156,0.00563487,ENSG00000144136,SLC20A1
-0.620933159,0.046243484,ENSG00000144152,FBLN7
-0.085331481,0.626040179,ENSG00000144158,NA
0.089975011,0.765022527,ENSG00000144161,ZC3H8
-0.224447212,0.714180832,ENSG00000144182,LIPT1
-0.224406327,0.651832841,ENSG00000144191,CNGA3
-0.301059366,0.136152393,ENSG00000144199,FAHD2B
0.498055641,0.023136835,ENSG00000144218,AFF3
-0.238866239,0.088728195,ENSG00000144224,UBXN4
-0.268156227,0.130514059,ENSG00000144228,SPOPL
-1.043640709,0.02742655,ENSG00000144230,GPR17
0.011233046,0.93611579,ENSG00000144231,POLR2D
0.619485555,1.03E-05,ENSG00000144233,AMMECR1L
0.27197421,0.019372878,ENSG00000144283,PKP4
-0.065067417,0.73086248,ENSG00000144306,SCRN3
-0.395433891,0.006026549,ENSG00000144320,LNPK
0.04665057,0.836147996,ENSG00000144354,CDCA7
-0.728504906,0.002381091,ENSG00000144355,DLX1
-0.520362731,0.000248023,ENSG00000144357,UBR3
-0.553871655,0.005490539,ENSG00000144366,GULP1
-0.535565091,0.019119172,ENSG00000144369,FAM171B
0.015078524,0.888161438,ENSG00000144381,HSPD1
-0.529109632,0.095493253,ENSG00000144395,CCDC150
-0.028689094,0.929024742,ENSG00000144401,METTL21A
-0.018418986,0.973745969,ENSG00000144406,UNC80
-0.973062161,3.09E-06,ENSG00000144426,NBEAL1
-0.187175232,0.491742387,ENSG00000144445,KANSL1L
-0.129569672,0.6967292,ENSG00000144451,SPAG16
-0.376857891,0.029288317,ENSG00000144455,SUMF1
0.228688854,0.11437177,ENSG00000144468,RHBDD1
0.695725592,0.006742221,ENSG00000144485,HES6
0.030583174,0.909554308,ENSG00000144504,ANKMY1
-0.109816489,0.51604377,ENSG00000144524,COPS7B
0.094932125,0.563974414,ENSG00000144535,DIS3L2
0.012814718,0.928468597,ENSG00000144554,FANCD2
0.085833743,0.764040142,ENSG00000144559,TAMM41
0.186291977,0.236657131,ENSG00000144560,VGLL4
0.293485513,0.014201114,ENSG00000144566,RAB5A
-0.016716036,0.880995915,ENSG00000144567,RETREG2
-0.239733814,0.036602637,ENSG00000144579,CTDSP1
0.470543533,0.001454012,ENSG00000144580,CNOT9
0.213974784,0.115216124,ENSG00000144583,MARCHF4
0.142299477,0.405346098,ENSG00000144589,STK11IP
0.269277473,0.03686632,ENSG00000144591,GMPPA
0.567213508,0.000935826,ENSG00000144597,EAF1
0.0746387,0.529276955,ENSG00000144635,DYNC1LI1
0.080417225,0.593960987,ENSG00000144642,RBMS3
0.328404316,0.2159975,ENSG00000144644,GADL1
0.10541435,0.529362518,ENSG00000144645,OSBPL10
-0.533780782,0.019054638,ENSG00000144647,POMGNT2
0.634737648,8.79E-07,ENSG00000144655,CSRNP1
0.339383815,0.034572977,ENSG00000144659,SLC25A38
-1.058158126,0.009755047,ENSG00000144674,GOLGA4
0.075881111,0.637202747,ENSG00000144677,CTDSPL
-0.049542316,0.698938882,ENSG00000144711,IQSEC1
0.050630058,0.684079904,ENSG00000144713,RPL32
-0.408483204,0.000693063,ENSG00000144724,PTPRG
-0.033502744,0.843803222,ENSG00000144736,SHQ1
0.046503841,0.849471159,ENSG00000144741,SLC25A26
0.195776191,0.199108455,ENSG00000144744,UBA3
-0.200546038,0.139975881,ENSG00000144746,ARL6IP5
-0.458885753,0.012252061,ENSG00000144747,TMF1
0.597290134,0.006541922,ENSG00000144749,LRIG1
-0.209488516,0.12526833,ENSG00000144791,LIMD1
0.851055241,2.59E-06,ENSG00000144802,NFKBIZ
-0.167731808,0.156173497,ENSG00000144810,COL8A1
-0.275566393,0.117015433,ENSG00000144815,NXPE3
0.026570117,0.840623169,ENSG00000144824,PHLDB2
0.062238219,0.652364045,ENSG00000144827,ABHD10
-0.180663843,0.289077978,ENSG00000144840,RABL3
0.227014427,0.072863008,ENSG00000144848,ATG3
0.064648806,0.646772572,ENSG00000144857,BOC
0.42863708,0.000231014,ENSG00000144867,SRPRB
0.133741978,0.807939471,ENSG00000144891,AGTR1
0.29352977,0.03054581,ENSG00000144895,EIF2A
0.064981479,0.911472447,ENSG00000144908,ALDH1L1
-0.098673552,0.44658229,ENSG00000144909,OSBPL11
0.029857928,0.880489447,ENSG00000144935,TRPC1
-0.431090371,9.92E-05,ENSG00000144959,NCEH1
0.034275175,0.921681964,ENSG00000145002,FAM86B2
-0.721127329,1.49E-08,ENSG00000145012,LPP
-0.301311769,0.074966665,ENSG00000145014,TMEM44
0.370342936,0.00332942,ENSG00000145016,RUBCN
0.111121537,0.499068548,ENSG00000145022,TCTA
-0.438860154,0.121415427,ENSG00000145029,NICN1
-0.443629053,0.009435205,ENSG00000145040,UCN2
0.201452553,0.16546815,ENSG00000145041,DCAF1
1.715050771,2.56E-38,ENSG00000145050,MANF
-2.681641791,6.00E-05,ENSG00000145075,NA
0.426795172,0.519246072,ENSG00000145088,EAF2
-0.286247764,0.044861985,ENSG00000145147,SLIT2
0.006916596,0.958628196,ENSG00000145191,EIF2B5
-0.527292158,0.173955251,ENSG00000145194,ECE2
0.087884441,0.536962717,ENSG00000145214,DGKQ
0.437695542,0.000539498,ENSG00000145216,FIP1L1
-0.111004007,0.74564093,ENSG00000145217,SLC26A1
0.136116229,0.514473013,ENSG00000145220,LYAR
-0.723431638,0.001399915,ENSG00000145241,CENPC
-0.912232956,0.023144288,ENSG00000145242,EPHA5
-0.152369584,0.305663936,ENSG00000145244,CORIN
-0.061692117,0.612813629,ENSG00000145246,ATP10D
-0.320410313,0.33955251,ENSG00000145247,OCIAD2
-0.074692228,0.506894458,ENSG00000145284,SCD5
0.248883586,0.090830677,ENSG00000145293,ENOPH1
-0.155598727,0.642102856,ENSG00000145331,TRMT10A
-0.027518152,0.860501054,ENSG00000145332,KLHL8
0.279687239,0.511762457,ENSG00000145335,SNCA
-0.167903374,0.387361532,ENSG00000145348,TBCK
0.324904429,0.005230068,ENSG00000145349,CAMK2D
1.003741333,9.62E-10,ENSG00000145354,CISD2
0.631075919,0.051881052,ENSG00000145358,DDIT4L
0.571599146,0.371541418,ENSG00000145362,ANK2
0.804688158,7.09E-05,ENSG00000145365,TIFA
-0.437885172,0.018134121,ENSG00000145375,SPATA5
-0.567111274,9.83E-07,ENSG00000145386,CCNA2
-0.106801683,0.591205559,ENSG00000145388,METTL14
-0.069208484,0.701337293,ENSG00000145390,USP53
-0.138430081,0.195195313,ENSG00000145391,SETD7
0.306258707,0.066070265,ENSG00000145414,NAF1
-1.053546989,0.018432709,ENSG00000145416,MARCHF1
0.093733335,0.451068564,ENSG00000145425,RPS3A
0.312018052,0.009169914,ENSG00000145431,PDGFC
0.169003929,0.510393863,ENSG00000145439,CBR4
0.235870041,0.274285764,ENSG00000145476,CYP4V2
0.082094151,0.683586101,ENSG00000145494,NDUFS6
-0.005440144,0.966666316,ENSG00000145495,MARCHF6
0.006470163,0.965726565,ENSG00000145545,SRD5A1
0.1559995,0.118240819,ENSG00000145555,MYO10
-1.135504381,0.023722662,ENSG00000145569,OTULINL
0.198648526,0.133112808,ENSG00000145592,RPL37
-0.843806077,1.55E-09,ENSG00000145604,SKP2
0.239312182,0.042029716,ENSG00000145623,OSMR
0.188446523,0.204928685,ENSG00000145632,PLK2
0.119410197,0.385982559,ENSG00000145675,PIK3R1
-0.091093295,0.550005139,ENSG00000145685,LHFPL2
0.099205025,0.597461033,ENSG00000145687,SSBP2
-0.287567438,0.031111699,ENSG00000145715,RASA1
-0.121639934,0.687312262,ENSG00000145723,GIN1
-0.816264231,4.55E-05,ENSG00000145725,PPIP5K2
-0.07775559,0.46583084,ENSG00000145730,PAM
-1.208261853,0.000665325,ENSG00000145734,BDP1
-0.054425383,0.704664224,ENSG00000145736,GTF2H2
-0.036875672,0.781620453,ENSG00000145740,SLC30A5
0.149352486,0.206021958,ENSG00000145741,BTF3
-0.22765441,0.139591073,ENSG00000145743,FBXL17
6.106861193,1.08E-06,ENSG00000145777,TSLP
-0.16751779,0.547908181,ENSG00000145779,TNFAIP8
0.422010792,0.005230348,ENSG00000145780,FEM1C
-0.386671431,0.099103469,ENSG00000145781,COMMD10
0.251090824,0.067207099,ENSG00000145782,ATG12
0.337322211,0.00133158,ENSG00000145817,YIPF5
1.21847928,3.25E-07,ENSG00000145819,ARHGAP26
1.137663656,0.007845145,ENSG00000145824,CXCL14
-0.257235971,0.08735943,ENSG00000145833,DDX46
-0.158599723,0.349230468,ENSG00000145860,RNF145
-0.747031823,0.000750445,ENSG00000145861,C1QTNF2
-0.010222874,0.941434932,ENSG00000145868,FBXO38
-0.573261048,0.017194628,ENSG00000145882,PCYOX1L
0.325186554,0.006668037,ENSG00000145901,TNIP1
-0.112595293,0.326778845,ENSG00000145907,G3BP1
0.359606127,0.118422803,ENSG00000145908,ZNF300
0.005368341,0.973135406,ENSG00000145912,NHP2
0.120280545,0.469858893,ENSG00000145916,RMND5B
0.46613499,0.000347223,ENSG00000145919,BOD1
-0.316221102,0.149604538,ENSG00000145945,FAM50B
-0.231742261,0.481918591,ENSG00000145979,TBC1D7
0.004603965,0.984839152,ENSG00000145982,FARS2
0.316585306,0.144023772,ENSG00000145990,GFOD1
0.335717381,0.087881782,ENSG00000145996,CDKAL1
0.24696379,0.132439758,ENSG00000146007,ZMAT2
-0.183058315,0.456023216,ENSG00000146054,TRIM7
0.270388759,0.09141039,ENSG00000146063,TRIM41
-0.248903637,0.179899847,ENSG00000146066,HIGD2A
0.078143,0.631821039,ENSG00000146067,FAM193B
0.009263582,0.963888743,ENSG00000146072,TNFRSF21
0.232839052,0.24798931,ENSG00000146083,RNF44
0.119346117,0.475228995,ENSG00000146085,MMUT
0.410781308,0.307979422,ENSG00000146094,DOK3
-0.045276559,0.790836261,ENSG00000146109,ABT1
0.152840816,0.182219034,ENSG00000146112,PPP1R18
-0.045909148,0.75508359,ENSG00000146122,DAAM2
0.604551264,4.50E-05,ENSG00000146143,PRIM2
-0.272920961,0.031056232,ENSG00000146197,SCUBE3
0.242228175,0.057915238,ENSG00000146223,RPL7L1
0.579850526,0.007940351,ENSG00000146232,NFKBIE
0.244364981,0.040618615,ENSG00000146242,TPBG
-0.029941486,0.944187616,ENSG00000146243,IRAK1BP1
-1.115067857,1.15E-08,ENSG00000146247,PHIP
-0.548585518,0.000557251,ENSG00000146263,MMS22L
-1.020773705,0.017758248,ENSG00000146267,FAXC
1.796090627,2.57E-28,ENSG00000146278,PNRC1
-0.030820263,0.860928005,ENSG00000146281,PM20D2
0.136222196,0.359817828,ENSG00000146282,RARS2
-1.035052853,0.021538364,ENSG00000146350,TBC1D32
0.340748704,0.03871828,ENSG00000146373,RNF217
-0.208578529,0.143849212,ENSG00000146376,ARHGAP18
-0.080329372,0.676185452,ENSG00000146386,ABRACL
0.21066001,0.721632689,ENSG00000146409,SLC18B1
0.001333228,0.995064229,ENSG00000146410,MTFR2
-0.887322897,1.23E-05,ENSG00000146414,SHPRH
0.039812968,0.815988016,ENSG00000146416,AIG1
0.058776502,0.711692475,ENSG00000146425,DYNLT1
-0.654744283,0.045774875,ENSG00000146426,TIAM2
-0.363128889,0.00360496,ENSG00000146433,TMEM181
0.559252713,6.84E-05,ENSG00000146457,WTAP
-0.069245224,0.608230176,ENSG00000146463,ZMYM4
0.127603245,0.478918329,ENSG00000146476,ARMT1
-0.107668553,0.320547088,ENSG00000146535,GNA12
-0.030921872,0.813505398,ENSG00000146540,C7orf50
0.085768423,0.487699254,ENSG00000146556,WASH2P
0.231754002,0.081081331,ENSG00000146574,CCZ1B
0.105584743,0.508434232,ENSG00000146576,C7orf26
-0.484200627,0.024967336,ENSG00000146587,RBAK
0.237187411,0.035530933,ENSG00000146648,EGFR
0.117247456,0.299200033,ENSG00000146670,CDCA5
0.164626953,0.103831716,ENSG00000146674,IGFBP3
-0.534318963,0.000172368,ENSG00000146676,PURB
-0.009895659,0.94423904,ENSG00000146677,NA
0.007881457,0.947435086,ENSG00000146701,MDH2
-0.160838296,0.406967691,ENSG00000146707,POMZP3
0.28309581,0.097895604,ENSG00000146729,NIPSNAP2
0.118573755,0.28961718,ENSG00000146731,CCT6A
1.850517192,3.89E-34,ENSG00000146733,PSPH
-0.804117356,0.008847292,ENSG00000146757,ZNF92
0.348162447,0.17577332,ENSG00000146776,ATXN7L1
-0.724493197,0.000194205,ENSG00000146802,TMEM168
-0.001906537,0.99132368,ENSG00000146826,MAP11
-0.363118202,0.033774307,ENSG00000146828,SLC12A9
-0.055628193,0.701344833,ENSG00000146830,GIGYF1
0.387177447,0.011112985,ENSG00000146833,TRIM4
0.090003064,0.439022856,ENSG00000146834,MEPCE
0.102597577,0.533141428,ENSG00000146842,TMEM209
-0.091733697,0.735278927,ENSG00000146858,ZC3HAV1L
-0.475786985,0.075922812,ENSG00000146859,TMEM140
0.323838204,0.009580431,ENSG00000146872,TLK2
0.162450077,0.259111654,ENSG00000146909,NOM1
-0.195779337,0.095482129,ENSG00000146918,NCAPG2
-0.290381845,0.378297735,ENSG00000146938,NLGN4X
-0.399347227,0.019382102,ENSG00000146950,SHROOM2
0.307507456,0.037518734,ENSG00000146963,LUC7L2
-0.408288173,0.412059703,ENSG00000146966,DENND2A
1.058198323,0.015911441,ENSG00000147010,SH3KBP1
-0.443243939,0.001652974,ENSG00000147027,TMEM47
-0.065924684,0.654360716,ENSG00000147044,CASK
0.516347863,0.001332949,ENSG00000147050,KDM6A
-0.028953209,0.930398728,ENSG00000147059,SPIN2A
0.086557997,0.447244485,ENSG00000147065,MSN
-0.313308515,0.203740319,ENSG00000147099,HDAC8
0.010552304,0.921291518,ENSG00000147100,SLC16A2
-0.448835325,0.146729577,ENSG00000147118,ZNF182
-0.23493889,0.128602773,ENSG00000147119,CHST7
0.15227911,0.499191819,ENSG00000147121,KRBOX4
0.005630957,0.971772965,ENSG00000147123,NDUFB11
0.108514083,0.618016749,ENSG00000147124,ZNF41
-0.596898569,0.000140138,ENSG00000147130,ZMYM3
-0.021092862,0.87212413,ENSG00000147133,TAF1
0.144905404,0.193087064,ENSG00000147140,NONO
0.194049579,0.215344488,ENSG00000147155,EBP
0.38039533,0.004461895,ENSG00000147162,OGT
0.114227693,0.360589355,ENSG00000147164,SNX12
-0.022355776,0.970233252,ENSG00000147166,ITGB1BP2
-0.55474584,0.003641591,ENSG00000147202,DIAPH2
-0.085494561,0.42281059,ENSG00000147224,PRPS1
-0.826929311,0.016078291,ENSG00000147234,FRMPD3
-0.311517334,0.139604514,ENSG00000147251,DOCK11
0.084594064,0.517617026,ENSG00000147274,RBMX
0.738539254,5.74E-06,ENSG00000147316,MCPH1
0.565672445,0.000129322,ENSG00000147324,MFHAS1
0.710140017,0.000312646,ENSG00000147364,FBXO25
0.239298687,0.107999023,ENSG00000147383,NSDHL
0.370444178,0.027149469,ENSG00000147400,CETN2
0.126190495,0.291219956,ENSG00000147403,RPL10
-0.713723501,0.117690961,ENSG00000147408,CSGALNACT1
-0.16763056,0.205603708,ENSG00000147416,ATP6V1B2
0.179148232,0.234475078,ENSG00000147419,CCDC25
0.048706796,0.810270148,ENSG00000147421,HMBOX1
-1.464666725,0.012378848,ENSG00000147437,GNRH1
0.234768611,0.231386148,ENSG00000147439,BIN3
0.707736691,0.078335089,ENSG00000147454,SLC25A37
-0.025199257,0.848131183,ENSG00000147457,CHMP7
-0.146894748,0.230806444,ENSG00000147459,DOCK5
0.07990842,0.54393481,ENSG00000147471,PLPBP
-0.153505259,0.248764903,ENSG00000147475,ERLIN2
-0.222339359,0.380753404,ENSG00000147509,RGS20
0.06960439,0.599539028,ENSG00000147526,TACC1
0.045633887,0.762623966,ENSG00000147533,GOLGA7
0.433107234,0.003737726,ENSG00000147535,PLPP5
0.245443903,0.17779663,ENSG00000147536,GINS4
0.207537958,0.066938864,ENSG00000147548,NSD3
0.444905976,0.378447114,ENSG00000147586,MRPS28
0.254986161,0.455592607,ENSG00000147592,LACTB2
0.123789129,0.502077775,ENSG00000147601,TERF1
0.1223359,0.230910447,ENSG00000147604,RPL7
0.250862948,0.060524444,ENSG00000147649,MTDH
-0.271743497,0.042955932,ENSG00000147650,LRP12
0.359394077,0.077654787,ENSG00000147654,EBAG9
0.007674144,0.961113602,ENSG00000147669,POLR2K
0.152402183,0.181710515,ENSG00000147677,EIF3H
-0.15887515,0.431838769,ENSG00000147679,UTP23
-0.013506812,0.925740604,ENSG00000147684,NDUFB9
0.319444234,0.211368897,ENSG00000147687,TATDN1
0.347785798,0.099039331,ENSG00000147789,ZNF7
0.993469943,6.20E-08,ENSG00000147799,ARHGAP39
0.398323655,0.065536204,ENSG00000147804,SLC39A4
-0.326949198,0.125865607,ENSG00000147813,NAPRT
2.23214694,3.41E-15,ENSG00000147852,VLDLR
0.145305254,0.27004403,ENSG00000147853,AK3
-0.241493,0.047694793,ENSG00000147854,UHRF2
0.019102335,0.891300105,ENSG00000147872,PLIN2
-0.489209596,0.003135143,ENSG00000147874,HAUS6
0.408515454,0.028267113,ENSG00000147883,CDKN2B
0.388283442,0.024314416,ENSG00000147889,CDKN2A
-0.406064195,0.169953182,ENSG00000147894,C9orf72
0.808197722,2.86E-06,ENSG00000147905,ZCCHC7
0.072398778,0.801641703,ENSG00000147912,FBXO10
-0.01814148,0.867675502,ENSG00000147955,SIGMAR1
-0.143656575,0.311553663,ENSG00000147996,CBWD5
-0.568519756,4.13E-06,ENSG00000148019,CEP78
-0.282679785,0.220146631,ENSG00000148053,NTRK2
0.494021099,0.362881593,ENSG00000148057,IDNK
-0.179117784,0.367766615,ENSG00000148082,SHC3
0.59637303,0.137328092,ENSG00000148090,AUH
-0.058048961,0.666933376,ENSG00000148110,MFSD14B
0.154859151,0.285903691,ENSG00000148120,AOPEP
-0.025170447,0.879228659,ENSG00000148143,ZNF462
0.156723321,0.359471767,ENSG00000148153,INIP
0.210612992,0.122754123,ENSG00000148154,UGCG
0.027367004,0.845893937,ENSG00000148158,SNX30
-0.071995534,0.601890204,ENSG00000148175,STOM
-0.15924186,0.200705144,ENSG00000148180,GSN
0.053461502,0.722380252,ENSG00000148187,MRRF
-0.112358446,0.447199263,ENSG00000148218,ALAD
-0.055946318,0.867738345,ENSG00000148219,ASTN2
0.352321702,0.341974027,ENSG00000148225,WDR31
0.162307665,0.281808548,ENSG00000148229,POLE3
0.059325168,0.600387919,ENSG00000148248,SURF4
-0.602047681,0.120682698,ENSG00000148288,GBGT1
0.184135401,0.513480391,ENSG00000148290,SURF1
-0.000811593,0.997220928,ENSG00000148291,SURF2
0.182163872,0.178371639,ENSG00000148296,SURF6
0.120293049,0.391652831,ENSG00000148297,MED22
-0.143878647,0.350705096,ENSG00000148300,REXO4
-0.257350501,0.024349683,ENSG00000148303,RPL7A
0.312385114,0.017295104,ENSG00000148308,GTF3C5
-0.047806662,0.727457316,ENSG00000148331,ASB6
0.057953144,0.663503024,ENSG00000148334,PTGES2
0.305731918,0.065067759,ENSG00000148335,NTMT1
0.309247539,0.006293814,ENSG00000148337,CIZ1
0.806375553,5.87E-08,ENSG00000148339,SLC25A25
-0.041659079,0.755596972,ENSG00000148341,SH3GLB2
-0.241281635,0.154970893,ENSG00000148343,MIGA2
0.024998155,0.958221294,ENSG00000148344,PTGES
0.434791537,0.025942207,ENSG00000148356,LRSAM1
0.022606019,0.848692004,ENSG00000148358,GPR107
0.047117779,0.789821837,ENSG00000148362,PAXX
0.222535329,0.099167219,ENSG00000148384,INPP5E
-0.058272918,0.616604224,ENSG00000148396,SEC16A
-0.142425605,0.478447913,ENSG00000148399,DPH7
-0.412339624,0.0059864,ENSG00000148400,NOTCH1
-0.324498742,0.004940642,ENSG00000148411,NACC2
0.691485595,0.002086425,ENSG00000148426,PROSER2
0.177905095,0.332113691,ENSG00000148429,USP6NL
0.259735617,0.449259631,ENSG00000148444,COMMD3
-0.141351084,0.671363035,ENSG00000148450,MSRB2
0.486293643,0.050599373,ENSG00000148459,PDSS1
-0.331991666,0.106567446,ENSG00000148468,FAM171A1
-0.093144772,0.556800947,ENSG00000148481,MINDY3
-0.058513008,0.575756446,ENSG00000148484,RSU1
0.080447226,0.592518089,ENSG00000148498,PARD3
-0.784133346,0.018808297,ENSG00000148516,ZEB1
1.153488964,6.48E-16,ENSG00000148572,NRBF2
-0.059098644,0.658650887,ENSG00000148606,POLR3A
-0.573627535,7.56E-07,ENSG00000148634,HERC4
-0.305485782,0.032020261,ENSG00000148660,CAMK2G
0.126831937,0.270997046,ENSG00000148672,GLUD1
0.890068283,4.13E-11,ENSG00000148677,ANKRD1
-0.056412613,0.727454742,ENSG00000148688,RPP30
-0.007192909,0.972997812,ENSG00000148690,FRA10AC1
-0.456642788,0.000855203,ENSG00000148700,ADD3
2.553265977,0.001311855,ENSG00000148704,VAX1
0.077528767,0.524237023,ENSG00000148719,DNAJB12
-0.543614922,1.86E-05,ENSG00000148730,EIF4EBP2
0.673671376,0.00046656,ENSG00000148737,TCF7L2
-0.853074669,1.36E-15,ENSG00000148773,MKI67
-0.15592258,0.508047112,ENSG00000148798,INA
0.100174843,0.656559994,ENSG00000148803,FUOM
-0.240932727,0.575982353,ENSG00000148814,LRRC27
-0.488175336,0.383814698,ENSG00000148824,MTG1
-0.239140284,0.472546788,ENSG00000148832,PAOX
-0.028699744,0.827164895,ENSG00000148834,GSTO1
-0.346620198,0.157134612,ENSG00000148835,TAF5
0.100188806,0.384753285,ENSG00000148840,PPRC1
0.428142284,8.56E-05,ENSG00000148841,ITPRIP
0.402171064,0.067854556,ENSG00000148842,CNNM2
0.240709868,0.028482548,ENSG00000148843,PDCD11
-0.179219512,0.174894703,ENSG00000148848,ADAM12
0.163515899,0.323366955,ENSG00000148908,RGS10
0.193452445,0.168286753,ENSG00000148925,BTBD10
-0.366769524,0.001463466,ENSG00000148926,ADM
