UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	2
0	3
0	2
0	1
0	0
0	3
0	1
0	0
0	1
0	3
0	2
0	0
0	4
0	0
0	12
17	3
0	0
0	1
0	0
1	4
0	0
0	0
0	2
0	5
0	1
0	0
1	1
0	2
2	3
0	2
0	0
0	2
0	0
0	0
0	0
0	0
0	1
1	0
0	0
0	1
0	3
0	0
0	2
0	0
0	0
0	3
0	0
0	2
0	0
0	6
1	0
0	1
0	0
1	14
1	13
1	0
0	10
2	4
2	6
2	14
0	2
0	4
0	1
0	1
0	1
0	0
0	0
0	0
0	12
0	1
0	0
3	2
0	1
0	0
0	0
0	0
0	1
1	0
0	0
0	1
1	12
0	0
0	2
0	5
0	0
0	3
0	0
0	0
0	0
0	3
0	1
0	0
0	0
0	0
2	1
0	0
0	0
0	0
0	1
0	0
15	8
0	3
0	2
0	0
0	8
6	8
1	0
2	0
0	0
8	1
1	0
1	0
4	2
0	0
0	0
2	2
0	0
0	0
0	0
0	0
0	1
0	0
1	1
0	0
1	5
0	0
1	0
0	1
0	0
0	0
1	1
0	0
0	0
0	0
0	1
0	0
0	1
0	0
0	1
0	3
0	1
0	0
0	1
0	0
0	0
1	21
0	4
0	0
0	5
0	13
0	4
0	7
0	12
0	9
0	0
0	4
0	12
0	11
0	11
0	11
0	0
0	11
0	11
0	0
0	9
0	9
0	1
0	35
0	6
0	35
0	14
0	8
0	21
0	13
0	1
0	4
0	11
0	11
0	11
0	11
0	21
0	9
0	3
0	0
0	3
0	3
0	0
1	232
0	0
2	7
0	4
0	11
0	11
0	11
0	11
0	21
0	9
0	806
0	0
0	2
0	0
0	0
0	2
0	2
0	1
0	0
0	0
0	0
0	3
0	2
0	2
13	3
0	0
0	2
0	3
0	683
0	736
1	569
0	736
1	0
0	0
0	1
0	1
10	3
0	3
0	6
0	1
0	3
0	3
0	3027
0	5
0	25
0	25
0	77
0	223
0	1
0	3
0	3
0	2
0	445
0	2
2	0
0	0
0	1
0	0
3	1601
0	2
3	181
0	24
0	25
0	0
0	0
1	0
0	0
0	0
0	1
0	42
0	13
0	43
0	43
0	0
0	0
0	0
0	3
0	27
0	22
0	4
0	6
0	6
0	3
1	1
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	0
1	2
1	0
0	1
0	1
0	2
0	2
0	0
2	0
0	2
0	1
0	1
0	3
1	2
