UniqueCount	AmbigCount
0	0
1	5
0	2
1	0
0	2
0	95
0	87
0	11
0	11
0	2
0	2
0	0
0	0
2	0
2	1
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	0
0	0
0	5
0	1
0	6
0	1
0	1
1	6
0	0
0	0
0	0
0	0
0	0
0	0
8	14
1	4
0	0
1	0
0	0
0	5
0	6
0	6
1	3
0	0
0	4
2	1
0	0
0	1
0	1
0	2
0	1
0	1
0	0
0	0
0	1
0	0
0	0
0	0
0	2
0	0
0	2
0	0
0	2
0	0
0	0
0	0
0	0
0	2
0	1
0	0
0	0
0	1
0	1
0	2
0	2
0	3
0	0
0	0
0	3
0	1
0	0
0	0
0	3
0	5
0	0
1	6
0	0
0	3
0	2
0	0
0	0
0	0
1	1
618	248
0	0
0	3
0	2
0	3
0	0
0	4
1	11
1	0
0	0
0	2
0	0
0	2
0	0
0	0
0	1
0	0
0	1
0	1
0	1
0	1
0	2
0	0
0	1
0	3
0	1
0	0
0	1
0	0
0	1
0	0
0	0
0	1
0	1
0	2
0	1
0	4
0	0
0	0
1	1
1	6
0	1
0	1
0	0
0	1
0	1
0	0
0	0
2	0
0	1
0	0
0	1
0	1
0	2
0	0
0	1
0	2
0	0
0	2
0	0
1	1
0	2
0	3
0	0
0	0
0	1
0	2
0	0
0	1
0	1
0	0
0	0
0	2
0	0
0	5
0	2
0	0
0	1
0	1
0	0
4	0
1	0
0	2
11	1
1	13
0	2
0	1
0	0
0	1
3	2
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	1
0	3
0	3
0	3
0	3
0	2
0	0
1	2
0	2
0	3
0	4
0	0
0	1
0	3
0	1
0	0
0	4
0	1
0	2
0	1
0	0
0	0
0	0
0	1
0	0
0	1
0	0
1	0
0	1
0	2
0	0
0	1
0	2
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
134	552
0	0
0	0
0	0
0	0
0	0
0	0
539	142
53	375
1376	10226
220	3019
4	300
51	1339
1118	3028
156	14
281	271
797	914
2655	1601
322	639
3068	951
0	622
0	529
0	410
0	580
5	1
0	2467
0	2275
7	2609
0	1790
0	1754
0	491
0	1280
1	748
5	1193
0	892
0	183
0	1
0	8
0	0
0	0
0	4
0	1
0	1
0	2
0	1
0	8
0	8
0	4
0	1
0	1
0	8
0	1
0	1
0	8
0	8
0	8
0	5
0	8
0	627
0	357
3	161
0	646
2	244
89	287
0	46
0	243
1	120
1	256
1	254
0	605
0	464
0	1
0	1
0	2
0	1
0	0
0	0
0	0
0	1
0	3
0	1
0	8
0	8
0	8
0	8
0	3
0	4
0	8
0	8
0	0
0	240
0	838
0	0
0	600
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	1
0	1
0	1
0	19
0	21
0	4
0	1
0	8
0	9
0	8
0	3
0	8
0	20
0	59
0	1
0	19
0	59
0	1
0	1
0	4
0	1183
0	4
0	4
0	1
0	1
0	1
0	0
0	3
0	1
0	1
0	1
0	1
0	5
0	2042
0	55
0	1
0	3
0	286
0	286
12	192
0	277
0	206
0	159
0	57
0	53
0	36
0	63
0	70
0	21
0	18
0	35
0	9
2	2
0	51
1	5
0	1
0	5
0	4
0	1
0	3
0	2
0	5
0	1
0	4
0	1
0	1
0	2
0	2
0	1
0	1
0	1
0	2
0	2
0	4
0	3
0	5
0	2
0	2
0	1
0	6
0	1
0	1
0	3
0	2
0	2
0	2
0	1
0	4
0	2
0	2
0	2
0	5
0	8
0	8
0	8
0	1
0	1
0	1
0	1
0	1
0	1
0	4
0	655
0	4
0	4
2	3
0	12
0	19
0	160
0	157
0	149
0	28
0	20
0	21
0	4
0	2
0	6
0	2
0	8
0	10
0	9
0	9
0	4
0	1
0	7
0	2
0	8
0	5
0	1
0	1
0	8
0	5
0	8
0	3
0	2
0	1
0	3
0	3
0	6
0	3
0	5
0	1
0	4
0	1
0	1
0	3
0	2
0	8
1	8
0	6
0	1
0	3
0	6
0	1
0	1
0	1
0	1
0	2
0	2
0	1
0	1
0	56
0	5
0	1
0	1
0	4
0	1
1	0
0	4
0	1
0	3
0	1
0	2
0	2
0	2
0	1
0	2
0	3
0	1
0	1
0	1
0	1
0	2
0	1
0	1
0	1
0	19
0	1
0	2
0	1
0	1
0	6
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	3
0	3
0	1
0	4
0	4
0	181
0	181
0	180
0	127
1	351
0	125
0	1
0	7
0	4
0	8
0	1707
0	60
0	60
0	60
0	3
0	33411
0	223
0	116
0	405
7	119
0	1699
0	252
3	1259
0	554
0	235
1	291
0	497
0	75
0	34
0	62
0	29
0	4
0	105
0	474
0	350
0	699
0	123
1	3
0	473
0	1
0	0
0	9505
0	1
0	164
0	162
0	241
1	682
0	176
0	262
0	59
0	185
0	148
0	592
0	1
0	8
0	8
0	4
0	494
0	1
0	0
2	16
0	0
0	0
0	0
0	1
0	0
0	3
0	1
0	1
0	0
0	0
76	112
0	432
0	108
0	12
0	4
0	0
0	0
0	1
0	1
0	1
0	4
0	2
0	10
0	9
0	1
0	9
0	17
0	6
0	6
0	3
0	0
0	0
0	2
0	10
0	10
0	1
0	0
0	1
0	88
0	48
0	1
0	1
0	1
0	0
0	8
0	69
0	74
0	74
0	74
0	74
0	74
0	74
0	6
0	71
0	45
2	32
0	60
0	38
0	2
0	1
0	0
0	1
0	1
0	175
0	1
0	1
0	1
0	8
0	9
0	8
0	1
0	8
0	8
0	8
0	9
0	3
0	8
0	1
0	799
0	6
0	7
0	2
0	10
0	10
0	2
0	3
0	2
0	1
0	1
0	640
0	1
0	3
0	128
0	35
0	43
0	55
0	1984
0	1459
0	2095
14	1983
0	1034
0	893
0	630
4	608
42	239
0	4
0	1
0	1492
0	175
0	1500
0	122
0	180
0	1490
0	160
0	208
0	134
0	585
0	563
0	578
0	199
1	98
0	940
0	36
0	32
0	32
0	26
0	574
0	4
0	1
0	628
0	626
0	590
0	242
0	0
15	15650
0	15598
0	14745
0	14774
0	14572
5	13058
0	12729
0	8136
0	5532
0	4
0	5
0	5
0	3
0	1
0	1
0	1
0	1
0	1
0	2
1	37
0	18
0	4
0	15
0	11
0	8
0	1
0	1845
0	868
0	1820
0	1143
0	1070
0	498
0	441
0	363
0	122
0	94
0	128
0	3
0	1843
0	1
0	1
0	103
0	159
0	148
0	155
0	152
0	146
0	147
0	147
0	152
0	153
0	104
0	45
4	38
0	10
0	7
0	4
0	0
0	156
0	55
0	60
0	167
0	818
0	824
0	7
0	7
0	0
0	0
0	0
0	0
0	6
0	47
0	0
1	2
0	5
0	5
0	1
0	4
1	82
0	95
0	176
0	692
0	1669
0	1655
0	540
1	191
0	274
0	162
0	125
0	228
0	217
0	149
0	15
0	47
0	1
0	47
0	8
0	8
0	5
0	8
0	238
0	212
0	212
0	1533
0	6
0	385
0	520
0	551
0	323
0	2806
0	1157
0	3067
0	755
0	194
0	342
0	559
0	348
0	597
0	144
0	122
0	465
0	249
0	4
0	3
0	1
1	38
0	10
0	8
0	0
0	2
0	2
0	703
0	14
0	4
0	5
0	118
0	119
0	329
0	351
0	49
0	5
0	24
0	12
1	10
0	1
0	5
0	1
0	2
0	30
0	30
0	32
0	76
0	11
0	76
0	4
0	3
9	1468
0	253
0	270
0	179
0	162
0	492
0	3
0	1
0	267
0	1
0	3
0	185
0	657
0	28
0	242
0	250
0	672
0	19
0	129
0	234
0	1
0	2204
0	2481
0	1337
0	2546
0	2322
0	575
0	342
0	680
0	373
0	2151
0	2105
0	1781
0	674
0	242
0	520
0	283
0	282
0	770
36	538
0	116
0	199
0	198
0	2
0	1
0	307
0	259
0	589
0	606
0	609
0	787
0	799
0	782
0	793
0	782
0	113
0	597
1	39
0	546
0	396
0	16
0	109
0	39
0	628
0	68
0	29
0	88
0	1774
0	1741
0	409
0	556
0	599
0	860
0	344
0	952
0	676
0	634
0	43
0	985
0	493
0	682
0	593
0	290
0	236
0	204
0	184
0	0
0	8
0	9
0	9
0	7
0	9
0	8
0	1
0	450
0	3
0	3
0	7
0	3
0	7
0	9
0	89
0	10
0	114
0	134
1	2
0	39
0	21
37	14
1	7
0	4537
0	747
0	2339
0	2417
0	1758
0	430
0	1518
0	806
0	353
0	1316
0	405
0	45
0	147
0	232
0	624
0	626
0	655
12	655
0	3
0	3
0	2
0	3
1	4
0	2
0	25
0	13
0	5
0	2
0	1
0	1
0	30
0	48
0	1
0	48
0	127
0	35
0	378
0	208
1	55
0	75
0	43
0	27
0	20
0	7
0	0
0	76
0	76
0	23
0	4
0	5
0	1
6	1
0	47
0	48
0	47
0	33
0	29
0	1
0	1
0	1
10	1551
0	0
0	1513
0	1513
0	154
0	311
0	8
0	274
0	242
0	51
0	90
2	262
0	390
0	212
0	339
0	193
4	686
0	119
0	126
0	14
0	184
0	188
1	119
0	67
0	24
0	26
0	24
0	417
0	3
0	122
0	49
0	2
0	173
0	333
0	333
0	333
0	292
0	42
0	1
0	1764
0	1764
2	963
0	166
0	177
0	251
0	251
0	168
1	42
1	33
0	8
0	6
0	2
0	385
0	1024
0	1024
0	876
0	1126
0	299
0	251
0	194
0	135
0	114
8	557
0	617
0	581
0	8
0	10
0	9
0	9
0	168
4	158
0	43
0	63
7	42
0	10
0	9
0	9
0	9
0	10
0	9
0	10
0	10
0	11
0	11
0	11
0	11
0	11
0	11
0	11
0	6
0	6
0	0
0	6
0	0
0	12
0	0
0	350
0	137
0	38
0	13
0	21
0	23
0	10
2	31
1	15
0	15
0	92
0	234
2	688
0	10
0	428
0	459
0	189
2	309
0	78
0	110
1	62
0	2802
2	1834
2	2888
0	2798
11	3280
0	2731
0	1707
0	2811
3	2846
0	2843
0	2831
0	779
0	1112
0	1049
0	899
0	935
0	764
0	722
0	645
2	602
0	267
1	619
0	154
0	144
0	2886
0	121
1	127
11	867
0	53
0	53
0	2589
0	6
0	6
0	7
0	8
1	7
0	6
0	11
0	139
0	4
0	4
1	33
7	144
0	142
0	130
0	4
0	4
0	4
0	652
0	49
1	226
1	83
0	35
0	3
0	8
0	18
0	912
0	6
0	3
0	5
0	0
0	2
0	2693
0	1
0	0
2	1
0	2
0	0
0	2
0	10
0	10
0	5
0	5
0	5
0	5
0	5
0	5
0	6
0	10
0	1
0	520
1	514
0	115
0	35
0	5
0	250
0	116
0	1696
0	1622
2	355
0	158
0	185
0	576
0	121
0	122
0	122
0	271
0	8
0	27
0	1407
0	1085
0	22
0	22
0	129
0	1
0	1085
0	22
0	8
0	8
0	3
0	3
0	3
5	76
0	3
0	3
0	3
0	13
0	55
0	107
0	429
0	31
1	97
0	77
0	77
0	47
0	12
0	8
0	7
0	836
0	834
0	821
0	320
0	573
0	364
0	173
0	3
0	18
0	13
0	18
0	1
0	1
0	0
1	0
0	0
0	25
0	31
0	31
0	29
0	11
0	29
0	13
0	33
0	28
0	2
0	18
0	4
0	18
0	16
0	33
0	33
0	4
0	2
0	433
0	430
0	390
0	123
0	93
0	178
1	1
0	2250
0	1613
0	1013
0	2816
0	155
0	192
0	294
0	3
0	5
0	1
0	900
0	5
0	2
0	5
0	0
0	3
0	5
0	1
0	1
0	641
0	194
0	641
0	68
1	156
0	536
0	636
0	678
0	239
0	131
0	65
2	45
0	121
0	106
0	119
0	114
1	78
0	52
0	45
0	17
0	108
0	140
0	881
0	134
0	89
1	108
0	70
0	76
0	69
0	15
0	15
0	1155
0	5
0	7
0	0
0	0
0	2
1	0
0	224
0	592
1	1376
0	635
0	401
0	649
0	492
1	155
0	43
0	635
0	649
0	6
0	1179
0	1237
0	1107
0	1200
2	742
1	545
6	218
0	1
0	11
0	10
0	10
0	11
0	10
0	11
0	10
0	11
0	11
0	11
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	0
0	6
0	0
0	12
0	0
0	10
0	5
0	4
0	4
0	1670
0	6
0	4
0	6
0	6
0	4
0	2
0	4
0	5
0	4
0	4
0	4
0	2
0	2
0	0
0	0
0	0
0	5
0	1675
0	3
0	2
0	4
0	0
0	2
0	4
0	0
0	1
0	27
0	27
0	926
0	852
0	774
0	300
1	171
1	148
0	97
0	225
0	278
0	167
2	18
0	86
0	10
53	778
1	701
0	727
0	280
0	9
0	4
0	4
0	2
0	0
0	2
0	211
0	213
0	206
0	38
0	193
0	192
0	47
0	144
0	0
0	2
0	3
0	43
0	1
0	1
0	1
0	25
0	1
0	1
0	1
0	179
0	1
0	3
0	2
0	2
0	1
0	1
0	1
0	2
0	1
0	3
0	4
0	0
0	48
0	45
0	1
0	1336
0	2481
0	2480
0	1573
0	1320
0	1610
0	315
0	1838
0	2109
0	2
0	1
0	70
0	69
0	10
0	5
0	5
0	0
0	0
0	0
0	70
0	5
0	2229
0	2060
0	1766
0	1189
0	1149
0	1080
0	1
0	17
0	5
0	17
0	17
0	17
0	13
0	10
0	5
0	2
0	2
0	5
0	6
0	2
2	0
0	6
0	4
0	13
0	39
0	37
0	192
8	46
1	28
0	37
3	984
0	2834
0	2771
1	1983
3	2514
0	1178
6	1049
0	853
7	309
0	2
0	324
1	31
0	2
0	2
0	1378
0	576
0	183
0	451
0	2586
0	2342
0	2511
0	2857
0	2952
0	142
0	499
0	1189
0	1458
0	1129
0	883
0	767
0	298
4	1372
0	1231
2	898
0	862
0	2643
1	2405
0	252
0	252
0	39
1	43
0	2
0	1
1	241
0	225
0	325
0	306
0	243
0	308
0	230
0	212
0	184
0	230
0	255
2	153
1	118
0	322
0	276
0	12
0	12
0	12
0	11
0	2
0	8
0	405
0	452
0	202
9	458
0	2077
0	13
0	65
0	194
0	886
0	882
0	61
0	126
0	541
0	448
0	130
0	1
0	2
0	3
0	16
0	0
0	0
0	0
0	64
1	997
0	17
0	15
0	263
10	141
0	11
0	424
0	1
0	1
0	69
0	0
0	1
0	2
0	4
0	4
0	4
0	1
0	8
0	12
0	80
0	702
0	1095
0	148
0	142
0	47
1	2
0	199
0	8
0	4
0	569
0	0
0	341
0	95
0	2
0	3
0	5614
0	10188
0	10185
0	8056
0	5173
0	5102
0	7954
0	10088
0	6729
0	4651
0	10055
0	10086
0	10053
0	10238
0	7983
0	7
0	6
0	6
0	862
0	624
0	929
0	1274
0	638
0	320
0	355
1	381
2	3068
0	565
23	538
0	695
0	704
0	704
0	701
0	704
0	704
0	704
0	704
0	707
0	713
0	713
0	12
0	13
0	704
0	10372
0	0
0	0
0	839
0	839
0	8
0	6
0	33
0	33
0	162
0	163
0	162
0	160
0	156
0	12
0	12
0	11
0	11
0	11
0	18
0	1187
0	1
0	2
0	9
0	0
0	0
0	1155
0	5
0	7
0	2
0	2
0	3
0	3
0	0
0	114
0	149
0	1749
0	1355
1	844
0	63
1	207
0	48
0	543
0	4
0	4
0	5
0	1675
0	4
0	4
0	2
0	4
0	4
0	4
0	2
0	2
0	0
0	0
0	4
0	4
0	6
0	2
0	3
0	1675
0	28
0	10
0	10
0	12
0	10
0	5
0	2
0	0
1	567
0	18
0	912
0	6
0	3
0	5
0	0
0	2
0	2159
0	2189
0	32
0	32
0	32
0	32
0	0
0	1
0	2
0	2
0	2186
0	1
0	4
0	3
0	0
0	0
0	15
0	12
0	3
0	9
0	9
0	2
0	7
0	2
0	170
0	0
0	0
0	0
0	1
0	0
0	0
0	1
0	2
0	0
0	0
0	0
0	33
0	33
0	4
0	6
0	1949
0	1717
0	2229
0	905
0	959
0	1615
0	744
0	1086
0	636
0	470
0	499
0	452
0	435
0	3
0	9
0	10
0	9
0	9
0	156
1	162
0	153
0	9
0	0
0	1
0	3
0	3
0	3
0	32
0	20
0	3
0	1142
0	677
0	203
0	140
0	3
0	24
0	13
0	20
0	10
0	37
0	16
0	18
0	38
0	35
0	39
0	21
0	20
0	6807
0	16
0	16
0	5707
0	5707
0	5705
0	4256
0	4574
0	2050
0	5719
0	7174
0	18
0	8
0	1919
0	0
0	0
0	0
0	240
0	838
0	1
0	0
0	0
0	0
0	0
3	2142
0	2193
0	2738
0	2252
0	2209
0	2075
2	1957
3	1370
0	1959
0	1954
0	2023
2	869
2	5107
0	444
0	5410
8	5581
0	4567
0	5329
0	4948
0	609
0	5334
0	4546
0	661
0	4948
0	1016
0	4948
0	399
0	148
0	187
0	33
0	32
2	29
0	8
0	9
0	8
0	10
0	7
0	1074
0	8
0	9
0	8
0	9
0	17
0	17
0	17
0	4
0	5
0	5
0	5
0	3
0	5
0	6
0	2
0	10
0	17
0	13
0	13
0	185
0	1166
0	185
0	522
0	2
0	1
0	0
0	0
0	3
0	0
0	0
0	2
0	10391
0	8056
0	5634
0	9253
0	10192
0	10193
0	10324
11	7353
0	10225
0	10319
0	5102
0	10217
0	9604
0	8652
0	100
0	54
0	9
0	54
0	54
0	0
0	157
0	155
0	162
0	9
0	53
0	32
0	49
0	37
0	6
0	1
1	8
0	36
0	48
0	6
0	21
0	16
0	34
0	47
0	2908
0	5819
0	5878
0	5876
0	5559
0	303
0	1097
0	3
0	3
0	4
0	308
0	922
0	923
0	442
0	6
0	11
0	12
2	11
0	8
0	15
0	4
0	1
0	2
0	3
0	2
0	1
0	1
0	7
0	6
0	6
0	2
0	2
0	2
2	8
0	1
0	1
0	0
0	193
0	5734
0	5734
0	2052
0	4601
0	5732
0	4283
0	5746
0	2
0	1
0	18
0	900
0	5
0	2
0	5
0	0
0	2
1	26
0	11
0	2
0	2
0	394
0	393
0	389
0	30
0	36
0	164
1	532
0	119
0	318
0	31
0	10
0	5
1	2
0	51
0	389
0	164
0	7
0	184
0	165
0	204
0	87
0	176
0	139
0	222
0	0
0	0
0	0
0	57
0	28
0	302
0	325
0	322
0	324
0	91
0	32
0	151
0	530
0	10
0	9
0	9
0	9
0	10
0	9
0	10
0	10
0	11
0	11
0	6
0	6
0	6
0	6
0	6
0	6
0	6
0	6
0	2614
0	1417
0	1315
0	1392
0	1482
64	24760
36	24172
4	13011
0	84
0	91
0	83
0	84
0	28
0	0
0	0
0	0
0	0
0	1015
0	0
0	2
4	13006
0	22
2	242
4	165
3	212
0	61
0	51
0	78
0	226
0	239
0	140
0	851
0	851
0	12
0	8
0	2
0	0
0	0
0	841
13	2
0	851
0	8
0	6
0	6
0	7
0	6
0	20247
0	6
0	2
0	1
0	42
0	109
0	62
0	66
0	18
0	16
0	487
0	467
0	469
0	426
0	5
0	4
0	596
0	13
0	248
0	28
0	56
0	48
0	50
0	229
0	29
0	4
0	21
0	22
0	33
0	40
0	264
0	1086
0	70
0	20
1	25
1	694
0	1029
0	597
0	27
0	27
0	662
0	664
0	664
0	2
0	664
0	868
0	539
0	193
0	678
0	680
0	9
0	728
0	506
0	7
0	74
0	2
0	0
0	2
0	0
20	88
0	24
0	25
0	1112
0	933
0	1001
0	7037
0	8694
0	3824
0	7051
0	6371
0	4669
0	4600
0	1190
0	2411
0	2379
0	2408
0	2408
0	1557
0	2088
0	1588
0	1585
0	715
0	23
0	1123
0	1
0	12
0	1943
0	78
0	87
0	72
0	1363
0	1362
13	16
0	9
0	8
0	6
0	0
1	53
0	8
0	910
0	107
0	470
0	2424
0	319
0	328
0	1002
0	469
0	79
0	79
0	79
0	80
0	80
0	102
0	415
0	29
0	86
0	89
0	4
0	2
0	3
0	297
0	2
0	1
0	8
0	2
0	276
0	1
0	1
0	2
0	2
0	1
0	1
0	1
0	296
103	343
0	7
0	0
0	1258
0	224
0	68
0	174
0	88
0	85
0	44
1	2418
0	11
0	778
0	11
0	71
0	72
0	72
0	72
0	72
0	61
1	62
0	16
0	15
0	15
0	10
0	12
0	15
0	15
0	16
0	18
0	18
0	93
2	94
3	0
16	8
1	27
0	34
0	16
0	1
0	0
0	0
0	1
0	1
0	0
0	9
0	10
0	3
0	3695
0	59
0	144
0	503
0	18
0	408
0	427
0	148
0	929
0	562
1	60
0	158
0	46
0	140
0	426
0	5
0	4
0	4
0	145
0	143
0	61
1	52
1	51
2	59
0	59
0	59
0	51
0	147
0	152
2	9
0	1
0	10
0	1
0	33
0	20
0	1
0	1
0	9
0	181
0	101
0	188
0	202
0	81
0	185
0	175
0	174
0	18
0	32
0	27
0	129
0	517
0	17
0	17
0	10
0	16
0	10
0	18
0	0
0	1
0	0
0	0
0	5
0	6
0	1
0	1
0	2
0	7
0	9
0	7
0	7
0	7
0	7
0	3
0	4
0	1
0	148
0	570
0	148
0	149
0	219
0	151
0	149
0	3
0	13
0	6
2	4
13	12
0	3866
6	665
1	540
1	377
0	61
0	1082
0	1078
0	305
0	221
0	119
0	181
0	54
0	661
0	280
0	280
0	194
0	181
0	280
0	79
0	134
0	215
0	139
0	196
0	69
0	282
0	262
0	261
0	254
0	8714
0	6084
0	1486
0	9
0	9
0	9
0	2
0	286
0	821
0	1057
0	945
0	12
0	15
0	15
0	11
0	16
0	3
0	12
0	8
0	9
0	10
0	11
0	2
1	4
0	11
0	11
0	1
0	1
0	914
0	848
0	867
0	746
1	1032
0	240
0	16
0	16
0	17
0	15
0	0
0	0
0	13
0	10
0	10
0	10
0	10
0	10
0	2
0	144
0	870
0	848
0	875
0	797
0	568
0	790
0	510
0	667
0	788
0	906
0	1
0	7
0	17
0	0
0	17
0	16
0	10
0	16
0	10
0	6
0	16
0	2
0	2
0	2
0	19
0	15
0	15
0	15
0	3
0	0
0	3
0	2
0	1
0	5
0	80
0	1104
0	711
0	199
0	1173
1	8
1	17
0	8
0	15
0	19
0	21
0	15
0	147
0	159
0	151
0	22
0	20
0	9
0	4
0	148
0	6
0	5
0	8
0	8
0	6
0	1226
0	507
1	172
0	84
0	233
0	745
0	750
0	741
0	741
0	7
0	33
0	33
0	35
0	33
0	33
0	0
0	0
0	2
0	0
0	0
2	0
0	0
0	65
0	69
1	54
0	52
2	3449
0	1314
4	3376
1	2589
0	3300
0	855
0	9
0	841
0	852
0	13
0	2
0	852
0	15
0	36
0	19
0	0
0	5
0	3
0	2
0	36
0	43
0	2
0	2
0	4
0	1
0	0
0	0
0	790
0	463
0	798
0	571
0	788
0	823
0	828
0	801
0	859
0	32
0	2
0	3
0	1
0	5
0	7
0	7
0	7
0	4
0	1
0	1
0	3
0	1
0	3
0	1
0	2
0	1
0	2
0	2
0	2
2	1670
0	8
1	4915
1	4910
3	739
0	4910
0	3982
0	4085
2	4009
0	145
0	941
0	130
0	123
0	129
0	126
0	108
0	48
0	54
0	112
0	9
0	5
1	45
0	14
0	44
0	13
0	16
0	30
1	425
0	10
0	6
0	128
0	124
0	124
1	30092
0	30079
0	2349
0	1185
8	1853
5	3283
4	2561
0	663
0	13769
0	570
0	1749
0	1921
0	304
0	2084
0	1
0	42
0	42
0	42
0	42
0	468
0	42
0	11
0	11
0	426
0	43
5	786
0	0
0	680
0	654
0	180
0	1
0	3
0	3
0	6
0	6
0	5
0	3
0	2
0	378
1	681
0	620
1	349
0	580
0	603
0	895
0	907
0	907
0	3
3	11
0	7
0	0
0	13
0	0
0	1
0	1
0	1179
0	1085
0	81
0	1151
0	1012
0	1172
0	86
0	264
0	598
0	4
0	4
0	4
0	2042
0	0
0	0
0	838
0	240
0	0
0	0
0	0
0	62
0	31
0	145
0	89
0	137
0	10
0	139
0	9
0	133
0	69
0	145
0	0
0	301
1	248
0	290
0	282
0	274
0	274
0	270
0	277
0	220
0	0
0	16
1	1130
0	67
0	293
0	5
0	1193
0	1287
0	1184
0	1198
0	788
0	1196
0	1205
1	873
0	87
0	977
0	473
0	58
0	511
0	2189
0	931
1	910
0	825
0	2103
0	8
0	1843
0	971
0	6
0	2
0	2
0	43
0	4
0	39
0	38
0	23
0	9
0	3
0	1
0	1
0	35
0	35
0	2570
1	4457
4	4489
1	2508
0	4215
0	6
0	6
0	2
0	2
0	2
0	712
0	411
0	1
0	246
0	2
0	133
0	250
0	492
0	496
0	513
0	91
0	65
0	188
0	216
0	332
0	199
0	87
0	76
0	467
0	3
0	3986
0	1
0	22
0	1
0	1407
0	85
0	1085
0	2
0	0
0	133
0	57
0	36
0	137
0	15
0	26
0	119
0	832
0	53
0	32
2	33
1	26
0	13
0	2
0	4
0	3
0	2
0	3
0	85
0	3
0	3
0	4
0	400
0	445
0	200
0	1
3	3
0	1
0	153
0	14
0	153
0	853
0	155
0	152
1	1
0	1
0	1
0	2
0	2
1	5
0	3
0	1
0	146
0	141
0	8
0	152
0	1
0	6
0	5
0	5
0	8
0	104
0	98
0	6
0	6
0	6
0	2
0	1
0	8
0	12
0	8
0	58
0	2
0	1
0	1
0	2
0	1
0	65
0	14
0	8
0	44
0	2
0	2
0	0
0	0
0	0
0	15
0	7
0	2740
0	16
0	7
0	8
